feature,coef
lieu,-0.08792269619231594
board,-0.08780493967850966
tell police,-0.0877229841688831
influence dui,-0.0876845444866945
control substance,-0.0875352435097781
interrogatory,-0.08751773090965347
outpatient,-0.0874181493085993
sticker,-0.08727795647733082
non judicial,-0.0872555011039453
profile,-0.08705355545773111
applicant discharge,-0.08694016630704869
feel,-0.08687866544236991
applicant spend,-0.08679772844357658
enforcement,-0.08678877769571018
personal subject interview,-0.08667864104553899
personal subject,-0.08667864104553899
sentence year,-0.08667150973373881
2019,-0.08666274153719529
garnishment,-0.08665290942891449
supervision,-0.08661478036515219
emphasis,-0.08651816148743728
questions,-0.0865058837166435
truthful,-0.08650181306853218
admit guideline allegation,-0.08649794444159332
response form,-0.08648140645550127
ee,-0.08634756462145764
sexual intercourse,-0.08629507204333159
guilty plea,-0.08627762633969846
truck,-0.08623641834671174
cocaine,-0.08622973919783086
clinical,-0.08613907307672489
backpack,-0.08603634714732603
march,-0.08593068177627428
subject interview,-0.08590376104394343
beer,-0.08578892570508415
intentionally,-0.08569296147767062
oth,-0.08567525213582369
air,-0.08559379412492141
ptsd,-0.08550073923990757
know,-0.08548118366552179
knowingly,-0.0854492216840499
exchange,-0.08541379386183488
field,-0.08513944401141572
89,-0.08506174394862313
gram,-0.08489560477859028
applicant admit allegation,-0.08489323423727554
applicant testify applicant,-0.08487588878715385
charge reckless,-0.08487034831582256
charge sor,-0.08452961209824722
drive influence dui,-0.08451953684114996
round,-0.08449839670318418
applicant decide,-0.08441018698848834
12 step,-0.08428330139559803
jail suspended,-0.08414178421313034
charge felony count,-0.08411569367720818
airman,-0.0840443650941551
applicant purchase marijuana,-0.08399725065633579
tr 27 applicant,-0.08393714976906104
timely file,-0.08391485866430015
urinalysis,-0.08383759842698565
friend applicant,-0.0837790755701883
spend,-0.08357848203924047
receipt,-0.083468040904677
attend alcohol,-0.08335937120406928
page 20,-0.08325303165918378
applicant sentence day,-0.08323890817471868
aftercare,-0.08315732666256923
charge misdemeanor,-0.08315480186587716
56,-0.08314621364237106
applicant truthful,-0.08310400454013915
applicant interview,-0.08302959315726545
intercourse,-0.08297038077109299
don,-0.08295856346215
possess security,-0.08291543344432743
possess security clearance,-0.08291543344432743
51 applicant,-0.08268578661155121
ge 15,-0.08257193611921222
submit,-0.08255326559447632
applicant contact,-0.08242570312650833
command officer,-0.08218961149295421
false answer,-0.08183417602620512
allege applicant arrest,-0.0817034344341315
unlawful,-0.08169284100551032
chief,-0.08146815989543582
ignition interlock,-0.0814412412592349
doha hearing,-0.08133095722769877
friends,-0.08119237867102291
place collection,-0.08093162272153215
outside,-0.08086752365532064
text message,-0.08075123365248359
23 applicant,-0.08071692564845316
colonel,-0.080657595113884
expire,-0.08059184288560896
thc,-0.0805880665121208
admit guideline,-0.08055355214249793
applicant rape,-0.08047664625016024
august 2021,-0.08041606413240313
applicant admission,-0.0803877432094152
operator license,-0.08031068456467239
suspended probation,-0.08024697922492645
intentionally falsify,-0.08024251379574593
count felony,-0.08020747112948501
fine court,-0.08016702450100181
sexual activity,-0.08010196063850311
angry,-0.08005093276505809
income,-0.08000778358489534
responsibility,-0.07998337535257848
october 2018 applicant,-0.0799575717140628
applicant place probation,-0.07995220789742112
140,-0.07990394215126602
alcohol consumption,-0.07973374370956157
time arrest,-0.0796932504596192
arrest tr,-0.07951853379917961
probation months,-0.07937426818053435
applicant arrest state,-0.07936572402832057
admit allegation,-0.07925111570780444
serve month,-0.07920878938409467
sale,-0.07917423719638529
item item item,-0.07908387861329806
psi applicant state,-0.0790576767029219
law enforcement,-0.07903731414097617
issue arrest,-0.07899403575944094
applicant answer,-0.0788518978734457
suspect,-0.0787858765596229
access classify information,-0.07863278922149544
applicant drinking,-0.07861718037409911
term,-0.07861644354788415
sexual abuse,-0.07859818595336686
identity,-0.07852573823995798
credit bureau report,-0.07849258621089236
bureau report,-0.07849258621089236
applicant complete,-0.07841377751226147
guilty applicant,-0.07830181742606596
sor applicant state,-0.07823263370810703
hire applicant,-0.07817727560953962
assert,-0.07810856457019731
applicant admit guideline,-0.07801628084889624
interrogatories,-0.07781738563462279
dependent,-0.07772230088568251
arrest applicant,-0.07751229808362001
oral,-0.07744446027008693
applicant notice,-0.07739442117270368
answer sor,-0.07738299930082577
2024,-0.07725327478081481
establish,-0.07723525025955214
acknowledge,-0.07721688258675392
lay,-0.0771658902135385
july 2023,-0.07706390738061741
picture,-0.07702668231156105
deadly weapon,-0.07702351097383728
self report,-0.0769058470920359
strip,-0.07690013174508101
account,-0.07687014299868751
tr 51,-0.07686888732085126
applicant charge misdemeanor,-0.07679071285986859
31 33,-0.07676446557410775
air force,-0.07664815542607946
citation,-0.07662433633369786
august 2020,-0.07660481325437946
2023 tr,-0.07654385821417274
applicant assert,-0.0765322444272907
appear court applicant,-0.07647659821798118
breath test,-0.07642635069686804
october 2018,-0.07638717137604858
15 16,-0.07636298729465975
abstinence,-0.07633133444009012
applicant probation,-0.07631006165849546
state tax,-0.07614224372294405
warrant issue arrest,-0.07599585816590385
applicant appear,-0.0759422467851669
female sailor,-0.07591191070799531
arrest february,-0.07590566146680662
applicant subsequently,-0.0758231567622564
pull,-0.07573477869785712
intensive,-0.07572892955377059
state felony,-0.07569157686292684
clearly,-0.07552233347845613
symptom,-0.0753812268601756
applicant communicate,-0.07515203534695067
justice,-0.07508419410323625
suspended year,-0.07501321417442867
400,-0.07492899937723255
applicant know,-0.07491764138935532
applicant sentence month,-0.07489564150136678
ge,-0.07488931809138236
asked,-0.07482066305691784
110,-0.07470497813899228
okay,-0.07444739699865457
hours,-0.07433405649818915
applicant victim,-0.07432586838469472
october 2017,-0.07431327138882869
12 step program,-0.07419345769526361
step program,-0.07419345769526361
card applicant,-0.07409991036585985
bags,-0.0740120423502229
scheme,-0.07398781485574353
june 2013,-0.07396043949901857
aa,-0.07369358371949765
forgery,-0.0736092744709795
use cocaine,-0.07357439051298453
identify,-0.07348441531835882
applicant advise,-0.07348415482581071
december 2016,-0.07343881181652522
couple,-0.07334918497955106
guideline allegation,-0.07334138082084367
rin,-0.07331059195202248
receive defer,-0.0732788305124164
tr 84,-0.07315035813507201
time arrest applicant,-0.0731159248909318
credibility,-0.07307773008533412
2023,-0.0730390007633072
affairs,-0.07301977386325047
court dismiss,-0.07296449318801099
gun,-0.07295506755232421
tr 29,-0.07294731710854027
state charge,-0.07287194057742272
session,-0.07287030834697268
panel,-0.07286442230696186
child age,-0.07274472401845107
applicant claim,-0.07271847091871714
provide false,-0.07270400203142803
2018 applicant state,-0.07266589484863209
september 2016,-0.07265959808632673
presented,-0.07264061442346637
disorderly conduct applicant,-0.07263657649003516
account charge,-0.07263276507482942
1st,-0.07250064758540829
negative,-0.07234673678653016
conditions applicant,-0.07229185296482417
reckless,-0.07218931342473461
131,-0.07209782857619097
charge dui applicant,-0.07202969560842157
june 2016,-0.07171696964784721
corporal injury,-0.07156487699744042
corporal,-0.07156487699744042
consumption,-0.07153422970250922
duty military,-0.07145794067545973
self,-0.07135788054279497
applicant pass,-0.07130681124937209
1992,-0.07126216183112566
work tr,-0.07123476674615875
psychiatric,-0.07123038483648202
12 2016,-0.0711315117618832
deadly,-0.07106670282025432
hospital,-0.07100660145262243
february 2021,-0.07090598861328232
illegal,-0.07084658490032053
religious,-0.07052602088962023
use possess,-0.07047002110817933
drive,-0.07035559107887289
sor supra note,-0.0699951751593833
answer sor supra,-0.0699951751593833
sor supra,-0.0699951751593833
debt pay,-0.06994481872955789
outcome,-0.06994088105098596
firearm,-0.06985614778564359
train,-0.06983842950393668
device,-0.06982594864663355
applicant decline,-0.0697488092590739
involve alcohol,-0.06974212233795483
dates,-0.06973714803620627
tr 23,-0.06968826805807975
review,-0.06959034422764009
arrest,-0.06940601856202618
hair,-0.0692523241211862
level,-0.06919078657849506
mention,-0.06915092504059622
sor answer applicant,-0.06914383463376139
criminal history,-0.06913230684628573
applicant smell,-0.06912561767576016
sobriety test,-0.06910490112538223
active duty military,-0.06908520981528467
fine court costs,-0.06893908351077863
disclose marijuana use,-0.06891376900077023
service applicant,-0.06889549479792638
occurred applicant,-0.06882627066414763
statement investigator,-0.06879674278564361
attribute,-0.06874811275080044
background investigation applicant,-0.06867729212886484
heavy,-0.068652962530637
doha hearing applicant,-0.06862931810137163
hours applicant,-0.06847751733327896
misdemeanor,-0.0683862703345615
november 2003,-0.06837889681324756
december 2016 applicant,-0.068309784195335
report arrest,-0.06830617013832291
december 2018,-0.06829397355909715
tax year,-0.06827581429292315
psychiatrist,-0.06821255318634026
provide false information,-0.06814340510428228
registration,-0.0681399761237263
njp,-0.06812911591075763
item guideline,-0.0681212607727986
duty applicant,-0.06807995812486842
applicant abstain,-0.06792420144646034
applicant currently,-0.06767451092347723
surround,-0.06766822446383534
charge reckless drive,-0.06763367278288941
unsupervised,-0.06760963149126266
involvement,-0.06760252436640055
resolve,-0.06758312044290632
access classify,-0.06756556530679926
forensic,-0.06753432560038104
wife friend,-0.06745330890580907
applicant refuse answer,-0.0674129546528852
refuse answer question,-0.0674129546528852
refuse answer,-0.0674129546528852
applicant sell,-0.06731142128311977
original,-0.06726095322230351
purpose engage sexual,-0.06720169581469657
purpose engage,-0.06720169581469657
documentary,-0.06714501833107674
ongoing,-0.06710701875715482
criminal mischief,-0.06705712126627981
mischief,-0.06705712126627981
solicitation,-0.06705582897179033
married,-0.06701823970377556
applicant lay,-0.06696901017659433
applicant set,-0.06695611725349103
background investigator,-0.06685269514578945
playe,-0.06679259121014915
august 2022,-0.06679180224934034
protective order,-0.0666790832915852
given,-0.06663445237896634
applicant indicate,-0.0665218643551493
ge sor allege,-0.06641484701725484
admit allegations,-0.06638268794405823
applicant admit allegations,-0.06638268794405823
applicant engage,-0.06638158618784164
military service,-0.06633829661457755
drug abuse,-0.06632390737218143
august 2013,-0.0662929815280422
months gx,-0.06621714388416897
anonymous aa,-0.06621631436845715
2018 dui,-0.0662160765739105
12,-0.0661898349114736
order,-0.06617572027793789
officer,-0.06616974348058889
underwear,-0.06607314013988289
adjudication,-0.06605107975016171
pleas,-0.06596449530025146
reckless driving,-0.0659471172121179
sheet,-0.06594205916755683
sufficient,-0.06592850849777988
item applicant,-0.06589241085092326
false information,-0.06588407094029984
unaware,-0.0658677685545522
applicant attribute,-0.06586736260234262
credit card applicant,-0.06582654865975404
accept,-0.06567389522886109
conditions,-0.06541236464285016
convict felony,-0.06539649428043623
organization,-0.06532696608819696
impairment,-0.06531078410088134
judicial punishment,-0.06528115354603066
non judicial punishment,-0.06528115354603066
intoxicate,-0.06528041123786374
questionnaire,-0.06527144869597927
credit bureau,-0.06525972568843691
blood alcohol,-0.06519536135132849
unite states tr,-0.06519086156176872
states tr,-0.06519086156176872
127,-0.06491842596822445
support claim,-0.06473964593025094
january 2020,-0.06465216453915396
electrician,-0.06464633935022007
january 2019,-0.06459796960722675
tr 35,-0.06453465239761395
payment plan,-0.06447119950531988
applicant married,-0.06437001919402298
item applicant state,-0.06423527507371535
weekend,-0.0641998280283829
tr 35 36,-0.06416741713200846
1994,-0.06407621528701755
honourable,-0.06404149815039807
defer adjudication,-0.0640167201640554
random,-0.06399674422672659
satisfaction,-0.06398038622083588
applicant recognize,-0.06397488524163468
probation years applicant,-0.06392326121508893
breathalyzer,-0.06383939270940175
applicant interview background,-0.06379651111209095
interview background,-0.06379651111209095
ucmj,-0.06379441770927106
16 applicant,-0.06378526507767499
day suspended,-0.06377419576079986
november 2017 applicant,-0.06375694192023201
aid,-0.06375270856785914
inflict,-0.06373801383302696
tape,-0.06366070933528926
sor allege applicant,-0.06363918623252846
additional information,-0.06361091650007708
unsupervised probation,-0.06359470930627223
applicant use illegal,-0.06352864404651293
personality disorder,-0.0634688269618677
drive vehicle,-0.06339034850342333
applicant intentionally,-0.06336784903348489
tr 24,-0.06336197455511725
arrest report,-0.06329623134131512
testing,-0.06327540387072386
screen,-0.063259916634487
sex offender,-0.0632180157680601
dismiss court,-0.06321693927785521
spray,-0.06317356960021651
amend,-0.06317219197517793
issue applicant,-0.06316678612643388
completion,-0.06305438822232812
sentence day jail,-0.06305243581632111
treatment program,-0.06302217223647814
july 2020,-0.06299626440219062
lease,-0.06293373065217896
applicant tell,-0.0629327716405032
meeting,-0.06290972032365308
applicant acknowledge,-0.06289736542240362
applicant contact creditor,-0.06286836040644704
bac 08,-0.06280787522352503
january 2021 applicant,-0.06279962317588025
applicant submit sca,-0.06278194320034437
december 2019,-0.06259465966918669
pause,-0.06257728448735357
arrest january,-0.06255542157500996
january 2015,-0.06250405260879477
therapy applicant,-0.06248680304756562
false answer relevant,-0.06243480609189039
future alcohol,-0.06239703799146636
apartment applicant,-0.062387739693729884
original applicant,-0.06238003126034875
emphasis original,-0.06238003126034875
emphasis original applicant,-0.06238003126034875
sentence confinement days,-0.0622172808728579
confinement days,-0.0622172808728579
outpatient program,-0.06219971749430324
psychologist conclude,-0.06216610875406715
psychologist conclude applicant,-0.06216610875406715
responded,-0.06216400590703138
arguing,-0.062146787020312864
contribute,-0.062089688352008614
marijuana use applicant,-0.06195107031722891
tamper,-0.06188244115026875
ge sor answer,-0.06184094178847016
response form applicant,-0.06182979582453573
use marijuana vary,-0.06176485173855546
interview background investigation,-0.061735929734346426
1998 applicant,-0.06172826057320424
19,-0.0617233718880449
applicant indicate applicant,-0.06169975810353255
allege sor consider,-0.061695036017452576
attempt sexual,-0.061631725416746296
applicant spend night,-0.061553639580716635
secret clearance,-0.061547802069905455
financial difficulty,-0.06151426078535619
allegation provide,-0.06150150156230496
confident,-0.0613695548985582
yes,-0.061363280284662175
item item applicant,-0.06130771239989845
october 2021,-0.06130511671882211
restriction,-0.06121809969181246
adopt,-0.0611480012317262
order pay fine,-0.06108483158249955
applicant place unsupervised,-0.061030699449363526
convicted,-0.061002039695933485
review applicant,-0.060946801074102365
concussion,-0.060864927881263124
2020 applicant charge,-0.060863954654799754
pattern,-0.06080172538653571
appellate,-0.0607726124125737
clear,-0.060771643202096784
applicant complete community,-0.06075732805698598
criminal behavior,-0.06075565218181188
applicant arrest january,-0.06071690286583454
early,-0.06070170829029767
sor applicant sentence,-0.06068267688428783
club,-0.06065820638981679
applicant currently probation,-0.060655836253914824
probation years,-0.06064701799111396
sentence day,-0.060633610844125614
general,-0.06060140189514095
relevant question,-0.06057662012699638
doing,-0.06057383650699966
minor possession,-0.06048534475164409
applicant place,-0.06048141479460152
plead guilty convict,-0.06045717758407351
guilty convict,-0.06045717758407351
forfeiture,-0.06045475808003226
mechanical,-0.06025793972632714
uncertainty,-0.06024457208658529
debt unresolved,-0.06024064925012719
counselor,-0.06022911306984426
applicant present,-0.06022773028726586
disclose marijuana,-0.0602138775777281
ed,-0.060203360457086734
2016 applicant spouse,-0.060123489912362674
142,-0.06008398992523103
35 36,-0.06006895592685176
personal,-0.06004329252838143
2019 applicant charge,-0.06001461801026496
fellow,-0.060006504276700304
collection account,-0.05997802684824129
bipolar,-0.05997727249529746
appear,-0.05996479724385304
wheel,-0.05995937014154569
failure disclose,-0.05993946650172192
relate charges,-0.05993380305531352
make monthly,-0.059860912648785854
recent credit,-0.05981727764612613
2014 dui,-0.05980508185239226
account open,-0.059744586281570713
main,-0.0596113152739519
suggest,-0.05961059078981337
corporate credit card,-0.05952773678139999
corporate credit,-0.05952773678139999
cross allege guideline,-0.05952580562928951
17,-0.05938847990478094
use company,-0.05936768948420313
dwi 2nd,-0.05935844421830246
dwi 2nd offense,-0.05935844421830246
broke,-0.059312958238986926
influence,-0.05927445053923722
debt charge,-0.059263235486608
charges applicant,-0.05923989714424576
spend day,-0.05923119715556531
charge convict,-0.059175515853451016
period,-0.059175448687172186
applicant evaluate,-0.05917253554088298
suspended probation year,-0.05911503215799726
seize,-0.059111266611048346
tr 63,-0.05908671055302427
applicant sister,-0.05907977144570847
children applicant receive,-0.059009937986395686
substance,-0.05900150178825551
require attend,-0.05898816329986409
video,-0.058983372627374284
applicant yell,-0.058978317067573144
old applicant marry,-0.05895271685285277
relationships,-0.05891174961669426
charge felony,-0.05890950040345508
defendant,-0.05890272563488525
impaired,-0.05882241741794954
day jail suspended,-0.0588181076665128
maintain security,-0.05875943434323762
maintain security clearance,-0.05875943434323762
felony applicant,-0.05873955331459453
applicant responded,-0.058731997541151604
maintain,-0.0587255323343318
answer applicant state,-0.058640846965525927
drive influence,-0.058601604089848505
application mitigate,-0.058594145502276235
applicant complete alcohol,-0.05858767071102617
debt allege,-0.05855883335729652
piece,-0.05855122913715099
consensual sex,-0.058507800812105944
time applicant,-0.05847261126273026
applicant pull speed,-0.05845809262608233
pull speed,-0.05845809262608233
applicant abstain alcohol,-0.05845681061436377
applicant disclose marijuana,-0.058387035297467964
collection,-0.05836900981278179
applicant intentionally falsify,-0.058296936263015166
discharge applicant,-0.05821767326129148
touch breast,-0.05820889011089204
understand applicant,-0.05820268475190305
2nd,-0.05816208907680586
receive sor,-0.058095992856509626
report september,-0.058062556416213315
admit deny,-0.058061062135787204
applicant suffer,-0.0580579471561217
tr 22 25,-0.058035352281838405
year prison,-0.058028259399200165
january 2022,-0.058011413192973774
november 2013,-0.05799740991210611
27 sor,-0.05798809399374275
finances,-0.0579727490499195
charge sentence,-0.05793367065178986
education,-0.057903385171371606
item applicant admit,-0.057902344146383254
000,-0.05786005703488761
complete term,-0.05783180792430809
2022 applicant charge,-0.05781649925483299
18 19,-0.057706763382145816
applicant remember applicant,-0.0576889054433816
license restrict,-0.05767565127467027
time year,-0.05764828047794119
admit use,-0.0576414741607728
applicant admit use,-0.0576414741607728
sick,-0.05757617898760776
92,-0.05757369959910677
individual reliability trustworthiness,-0.05753997122851728
individual reliability,-0.05753997122851728
counseling treatment,-0.05751003979492651
february 2017,-0.05750577383058242
deploy,-0.0574659896608518
11 12,-0.05745843103629879
evidence submit,-0.057438811231171234
test applicant,-0.057437530631673464
item 15,-0.05740607625722028
applicant complete probation,-0.057393627485760323
