feature,coef
items 10,-0.11276544911988329
truck,-0.11235826813727591
park,-0.11217503319231086
say applicant,-0.11135364700200387
minor,-0.11084092745052325
adapt,-0.11061560888567139
outpatient program,-0.11020820345989094
blood,-0.10983661556433222
set forth,-0.10977633363548345
documentation,-0.10884028316333985
16,-0.10832908727888621
applicant drink alcohol,-0.10799530047802568
government exhibit applicant,-0.10796159701835453
abstinence,-0.10793898638747175
arrest occur,-0.1078739001447603
felony,-0.10780986888682925
moderate,-0.10735986798995516
ovi,-0.10717068979538438
weekend,-0.10535964761503161
psi,-0.10524042009007205
false,-0.10509561074778408
drink alcohol applicant,-0.10481691304303511
ounce,-0.10422746503694492
relapse,-0.1040845249334282
forth,-0.10398895796456926
reason,-0.10390274523859515
applicant report,-0.10337563677510989
access classify information,-0.10225016014265494
december 2019,-0.10216701245853946
53,-0.10139938878172187
applicant use marijuana,-0.10007549614355844
applicant admit applicant,-0.09967688997279926
disorder severe,-0.09949161248846335
discharge,-0.0993393089066918
burden,-0.09900259597566194
admit applicant use,-0.09851798470419068
drive applicant,-0.09793362255267285
2009,-0.09758181654315135
complete alcohol,-0.09750053472629754
failing,-0.09746265323154288
use,-0.09694449546717888
half,-0.09654645793750602
station,-0.09649430928273063
ge,-0.09622654894703231
dod,-0.09564622865712552
substantial,-0.09548419975957197
time week,-0.09464035934575972
vary frequency,-0.09457675466171424
recent,-0.09420236439925568
claime applicant drink,-0.09375204844952784
week,-0.09370469457216295
bac,-0.09356843566555803
lead,-0.09347516197455162
app,-0.09334025599664136
12,-0.09327431365445023
judgment reliability,-0.09326739989487966
drink daily,-0.09306915733895192
condition,-0.09292582108214788
jail suspended,-0.09281965744977662
probation officer,-0.09270413581636841
sor allege applicant,-0.09229601970702363
screening,-0.09218062830074972
drinking,-0.09207290105114237
iscr,-0.092025041976472
iscr case,-0.092025041976472
applicant intoxicated,-0.09200814061074987
convicted,-0.09184294839468345
attend alcohol education,-0.09169304694666001
admit applicant arrest,-0.09150193247985933
vary,-0.0914620378873079
enroll,-0.09140292012315758
applicant modify,-0.09127070518503012
sample,-0.09122524620189268
september 2016,-0.09108679638680693
influence dui,-0.09104671061438438
license revoke,-0.09093198224043542
sor applicant,-0.09087653186999482
trustworthiness applicant,-0.0907302871652451
possession marijuana,-0.09044159969364768
marijuana vary frequency,-0.0904249853574769
marijuana vary,-0.0904249853574769
25,-0.09041442994231463
treatment program,-0.09034108350527557
contain,-0.09018688588446402
arrest dui,-0.08978030054737968
authorize,-0.0896103335438771
access classify,-0.08908211182622841
diagnosis,-0.08903145719185063
interview applicant,-0.08891469999106559
alcohol treatment program,-0.08856106275352144
abstain,-0.08833059572035726
drive influence dui,-0.08823790427951934
october,-0.08813351897420774
continue,-0.08792910252203874
depressive,-0.08791144906468412
boat,-0.08780372950620317
17,-0.08773781189576485
applicant tell,-0.08764538253604358
damage,-0.08758940487119973
start,-0.08752508010580735
aggravate,-0.0874987325271445
item item applicant,-0.08739536191307617
ges tr,-0.08726273232314515
beer,-0.0871898001426549
refer,-0.08693478726094127
tr 53,-0.08686084709551095
cocaine,-0.08680262586039257
reckless,-0.08667318374251622
inpatient alcohol,-0.08662879674563606
use marijuana vary,-0.08627998642456851
applicant recall,-0.08620956829967755
admit applicant,-0.08597226434856947
conviction,-0.08591391616790256
day applicant,-0.08591090104492045
charge possession marijuana,-0.08566034316673399
applicant arrested charged,-0.08548977263013578
arrested charged,-0.08548977263013578
intensive outpatient,-0.0850496632318018
bd,-0.0844863282486514
app bd,-0.0844863282486514
55,-0.0841640933240652
access,-0.0841036733669744
applicant start drink,-0.08402599796961784
tell investigator,-0.08369254320490993
september,-0.0836222984367545
federal tax return,-0.0836015625562462
recall applicant,-0.08345624644132717
alcohol time,-0.08341117078107751
psi applicant,-0.08333899687091877
diagnosis alcohol,-0.08324053389815204
smell,-0.0832332769200182
month,-0.08319691659227457
admit use,-0.08305507184046908
bottle,-0.08277933587415721
explanations,-0.08271786244919331
arrest dwi,-0.08264261433309047
minor possession,-0.08217320896267909
illegally,-0.08216061524135151
18,-0.08206118202502972
alcohol detoxification,-0.08201338544608856
52,-0.08193001088800916
applicant start,-0.08189963153954
test,-0.08185053403530075
applicant remember,-0.08177816544940034
report,-0.08163177512041017
applicant serve,-0.08161256449440239
july 2014,-0.0814784853108103
allege applicant,-0.0814003825001842
social anxiety,-0.08137841475100914
feeling,-0.08129819227335072
months applicant,-0.08128496267040462
push,-0.0811219728327213
dui state,-0.08109749515638906
use marijuana,-0.08095993216118333
offense tr,-0.0807999718563843
presence,-0.08077608066281654
consume alcohol tr,-0.0805769342382103
19,-0.08045015844599417
item item item,-0.08037880523501945
diploma,-0.08020344906779732
application,-0.08006935585885756
home applicant,-0.08001506746447637
applicant admit drink,-0.08001418861740153
inpatient alcohol treatment,-0.07960399982471181
moderate alcohol,-0.07941497621254524
2019,-0.07936058025917478
applicant tell investigator,-0.07870678855343562
government contractor,-0.0785953290423318
government,-0.07838204477619566
program tr,-0.07795243216016513
therapy,-0.07779427647231332
applicant order,-0.07762762247142825
fined,-0.0774906455555394
intensive,-0.07747564836172154
march 2019,-0.07689276441235382
alcohol item,-0.07663381178511253
exhibit applicant,-0.07655506518145486
item 12,-0.07641729370058743
admit sor allegation,-0.07635923187471948
arrest january,-0.07620757037033811
alter,-0.07603803357045205
bring,-0.07587321901125861
applicant admit use,-0.07579975247160069
sor allege,-0.07570912515025778
driver license restrict,-0.07548187325289188
intoxication charge,-0.07516161094516767
applicant blood,-0.07498119685124796
recall,-0.07485463515716873
general discharge,-0.07478452091585244
liquor night,-0.07470056659932037
applicant return work,-0.07449874741089614
substantial evidence,-0.07433447310570747
breath,-0.07427001234459521
beers,-0.07425685327583458
disclose applicant,-0.07414360532781585
set,-0.0740679887955361
application sca applicant,-0.07405121967288178
53 applicant,-0.07377513905914189
october 2017,-0.07370047545145957
applicant late,-0.07362025170049681
expectation,-0.07345389641484683
probation,-0.07343639821928988
convict dui,-0.07332817957539892
ges,-0.07284769700459935
20 applicant,-0.07284541371547638
scene,-0.07269719618190125
july 2018,-0.0726721541642064
inpatient,-0.07264906712368167
require complete,-0.07252267725106507
term probation,-0.07243815274924774
half bottle,-0.07243330580281304
applicant recall applicant,-0.07239347004480223
drink heavily,-0.07217465156175648
attend,-0.07215681209985572
2021,-0.07207438439851821
july,-0.07192900042667046
2009 applicant,-0.07184202156577199
apartment complex,-0.07177660185041988
interrogatories applicant,-0.0717415681309739
mood alter,-0.0715764040330111
drink beer,-0.07145461016644016
delinquency,-0.07137491458196171
marine,-0.07135646610188735
children applicant,-0.07117463508462846
symptoms,-0.07113636989623216
charge felony,-0.07081725398521839
exhibit page,-0.07079983274502617
answere,-0.07075004630509367
beer time,-0.07069922346978887
debt list,-0.0706064396818048
applicant undergo,-0.07046797990310014
march 22,-0.07041195929774567
begin,-0.06992357061795296
attend outpatient,-0.06988070405916731
require participate,-0.06966258762675263
increase alcohol,-0.06964743194987409
bottle hard liquor,-0.06942788031169636
bottle hard,-0.06942788031169636
trustworthiness applicant admit,-0.06939578430825616
admit drink,-0.06925587101373912
aggravate assault,-0.06923407572478234
asap program,-0.06911264017727492
complex,-0.0691058337820723
work time,-0.0690706078619722
terminate,-0.06894699746782067
physician,-0.06892577425697362
interview applicant state,-0.06891656744055671
alcohol addiction,-0.06889646669095899
resume alcohol,-0.06888802560363615
severe,-0.06883249677602864
resume,-0.0687084534861226
400,-0.068684299391477
guideline sor,-0.0685797678798426
officer applicant,-0.06855025352265066
applicant arrest,-0.06848107545309924
january 2022,-0.06828727775150242
applicant exhibit tr,-0.06819019982424165
day week,-0.06811930233331497
sor explanations,-0.06801411713968883
guilty convict,-0.06797340179840765
plead guilty convict,-0.06797340179840765
2017,-0.06749463156328404
answer sor applicant,-0.0674677186308749
13,-0.06746022270059965
june 2020,-0.06745012614361873
32,-0.06733657904635094
withdrawal,-0.06727963418585467
tr 52,-0.06698075065614353
unknow,-0.06686054798998489
stroke,-0.06682125084836532
alcoholic,-0.06679616625438202
applicant return,-0.06677288919118333
october 2017 applicant,-0.06674835738549942
plead guilty dwi,-0.066732508979133
substance misuse,-0.06669394143887758
drive home,-0.06667121787226937
alcohol dependence,-0.06666930018905393
criminal,-0.06666298907236808
government exhibit tr,-0.06652235249784272
sentence probation,-0.06649792793134067
time arrest,-0.06620430371872175
applicant try,-0.0661873098439166
marijuana time,-0.06614912717240728
dui occur,-0.06612152500082244
shift,-0.06606185084145887
23 applicant,-0.06598720837393227
recommend applicant,-0.06596546681663021
ans,-0.06590243964802112
august 2019 applicant,-0.06589956880529672
2018 dui,-0.06587924972757318
prohibit,-0.06586305731926988
estimate applicant,-0.06583941113464853
applicant estimate applicant,-0.06583941113464853
arrived applicant,-0.06582966891821765
sor 10,-0.06579101889115722
response sor 10,-0.06579101889115722
police station,-0.06578766675885199
police stop,-0.06550492019309395
applicant home,-0.0653448233668295
2017 background,-0.06533661135660225
2017 background interview,-0.06533661135660225
work defense contractor,-0.0651914949272952
military service applicant,-0.06504437185462271
arrest state,-0.06501323266616098
depression anxiety,-0.06501044976334312
1990,-0.0649944417170711
76,-0.06497972167564797
charge applicant,-0.0648590431219193
tr 52 54,-0.06482664027345575
drink beers,-0.06477718194507291
alcohol education,-0.06472848272946893
persistent,-0.06458808030608967
police arrest,-0.06448912728577583
disclose,-0.06448247227474505
prosecution,-0.0644629168684409
make payment,-0.06442979745139157
resume alcohol consumption,-0.06439684540665412
july 2019,-0.06436586487131125
applicant aske applicant,-0.06427573403772247
applicant stated,-0.06418687758335333
mood,-0.06410951098971844
22 2019,-0.06410640049255532
bac 08,-0.0640554930622249
night,-0.06400921032172924
judge,-0.0639762341146105
firearm,-0.06384346393051356
applicant fail field,-0.06384051617248965
reliability trustworthiness,-0.0638227236762272
psychological evaluation,-0.06366347375266886
disease,-0.06360462813348972
interfere,-0.06358287996233683
2016 october,-0.0635544777600841
time applicant,-0.06352783381408801
2021 item,-0.06348259358370169
chapter,-0.06340228557210863
recurrent,-0.06329410197621224
time arrest applicant,-0.0632622133629037
2019 charge,-0.06323813964721281
criminal damage,-0.0631766251252366
sor applicant arrest,-0.06315076585227358
quit,-0.06310497276178736
approximately 000,-0.06307804716016524
sor guideline sor,-0.06289578365800938
dwi,-0.06283895499874054
arrest july,-0.06277476476354835
wear,-0.06274138090456394
court order,-0.06272868765372136
probation applicant,-0.06272021300811931
sor guideline,-0.06254649719080406
clinic,-0.06253636321223985
health,-0.06240702737118671
march 2016,-0.06229558699894372
ecstasy,-0.06220557785045906
current position,-0.062183158131079545
defer prosecution,-0.062158937057799374
sor sor,-0.06209980402600416
drugs applicant,-0.06203435089648835
duty applicant,-0.06198715245051319
crime,-0.06194825993880372
february 2022,-0.06187555525094419
condition diagnose,-0.061848266007680175
offense involve,-0.06182949643549422
180,-0.06172887289598429
december 2022,-0.06166329967796424
arrest charge dwi,-0.061576698648273906
conduct applicant,-0.06146882845112626
symptom,-0.061451164278183555
applicant concede,-0.06141336485783081
director,-0.06140626406126453
claim,-0.06137286095926496
shot,-0.06136341413813665
beers applicant,-0.06136308534157229
applicant continue,-0.06130429040662734
agency,-0.06123310287130949
applicant respond applicant,-0.06123035436684473
subsequently plead,-0.06117309992691794
subsequently plead guilty,-0.06117309992691794
program applicant,-0.06101752507447222
defer,-0.060968763133762906
argument,-0.0609377786855275
june 2021,-0.06087311962896536
contradict,-0.06072957017204771
sell,-0.060651070979470534
applicant interview government,-0.06055994304424661
recent arrest,-0.06046579839468223
window,-0.060418273865262474
form response,-0.06037698893054193
argue,-0.060172863626315624
beer day,-0.060012413618786634
group counseling,-0.06000543741497653
restaurant,-0.059993620304643246
relate criminal,-0.05996936718992889
depressive disorder,-0.05996292977174775
guilty misdemeanor,-0.059957408604476126
blood sugar,-0.05986732663352027
sugar,-0.05986732663352027
characterize,-0.059586270091585083
1994,-0.05952721974046991
unless,-0.059502846022837924
military service,-0.0594816292395497
applicant drink beers,-0.059415068183188216
violate probation,-0.059410514837409424
diabetic,-0.05937823949969776
involvement,-0.05937069503901667
admit alcohol,-0.05935744395832203
applicant terminate,-0.05928422893608338
judgment reliability trustworthiness,-0.05927222196961709
use drug,-0.059229594778877875
car applicant,-0.05922632503638116
children item,-0.059183329629458555
urine,-0.059182281296494596
paraphernalia,-0.0591778313995176
period sobriety,-0.05916223773949841
response interrogatories,-0.059125751453528
continue drink alcohol,-0.05911935363410462
reckless driving,-0.05906782361157779
criminal conduct government,-0.059043685985329546
1986,-0.05899733847309855
include alcohol,-0.05890486053654354
day jail suspended,-0.05888815929053376
allege applicant owe,-0.05876573302995485
applicant fail,-0.05865932922048933
maintain security,-0.058657916223551446
maintain security clearance,-0.058657916223551446
mph,-0.058645021255990824
program applicant attend,-0.05864057010920094
october 2018,-0.058634324345626626
switch,-0.058598359670971344
sor paragraph,-0.058561405636581645
plant,-0.05848998591299812
2016 applicant drink,-0.0584155795657564
answer applicant admit,-0.058320476135850105
smell alcohol,-0.05822763700009304
allege arrest,-0.05822565091094548
minor possession alcohol,-0.058212281255858624
alcohol screening,-0.05811143841236892
navy marine,-0.058086898108851794
navy marine corps,-0.058086898108851794
order pay,-0.05805547742619196
applicant answere,-0.0580442797437648
retirement,-0.05802913018253518
state,-0.057972473393353735
government investigator,-0.057968363614114574
decrease,-0.057923895503476444
half bottle hard,-0.05789408836955787
ax applicant,-0.05786809187313554
month ago,-0.057776817402000004
contractor august,-0.057684006541356914
despite,-0.05760375046560308
weekends,-0.05759484084758232
mental health,-0.05757764118947409
feel applicant,-0.05755323481761461
result conviction,-0.057544113490789944
unspecified,-0.05751757082040462
documents,-0.05748878452888011
unable,-0.05746696259517102
applicant probation,-0.057466839135878765
spot,-0.05738828438907342
24 25,-0.05722391586720869
pack,-0.05719908069540415
intoxicated applicant,-0.05714200961782358
2020 security clearance,-0.0571332614180648
2020 security,-0.0571332614180648
mild moderate,-0.05710306352742391
referral,-0.057047896732051497
charge offense,-0.05695142059989919
reckless driving applicant,-0.05691087810064595
arrangements,-0.05682715926354717
2020 ge,-0.05680311582960127
continue alcohol,-0.05675825752782759
advice,-0.056704088212882475
sor applicant testify,-0.056641315145409425
license restrict,-0.05659390232738531
served,-0.05658651471531142
resign,-0.05654273548023507
illegally use,-0.05642875721046007
alcoholic applicant,-0.05642076245791965
dui extreme,-0.05640264171014937
eligibility access classify,-0.05639794833414477
tr 57,-0.056359978464411035
payment,-0.05634991906470666
simple,-0.05633496848798928
account open,-0.056292585938538024
basis,-0.0562882854785327
intake,-0.05620974669484447
remember,-0.05620743386828348
applicant state answer,-0.05618596455275433
applicant arrest plead,-0.056180010130477694
arrest plead guilty,-0.056180010130477694
arrest plead,-0.056180010130477694
contribution,-0.05612431303146277
admission adopt,-0.056040913189702696
adopt finding,-0.056040913189702696
adopt finding fact,-0.056040913189702696
admission adopt finding,-0.056040913189702696
state use,-0.0560355694948518
crash,-0.05600976864734077
chapter bankruptcy,-0.05600341459073523
dui bac,-0.05597380514803798
dependence,-0.05596434229225044
disorder moderate,-0.05594971558963028
use marijuana time,-0.05591875855093832
applicant charge felony,-0.055797306695245866
sor account,-0.05575914240829327
user,-0.05561624883143756
sitting,-0.05560078200112529
sca aske,-0.055580046956694794
store,-0.0555578050408615
alcohol relate criminal,-0.0555180292471741
23,-0.05549375076123271
condition diagnose alcohol,-0.05549264421754006
applicant spend,-0.055466319046669946
sor allegation,-0.05545588080073343
march 22 2019,-0.05538436591475024
dwi applicant plead,-0.055379091298987215
recommendations,-0.05537119076984375
advise abstain,-0.05536868053227671
2016,-0.05529348602820102
reportedly,-0.05525253825222719
evaluation counseling,-0.055228664482253345
okay,-0.05522046031322221
state applicant report,-0.05514514204573457
february 2020 applicant,-0.055107371366849026
woman,-0.05509251583801746
warn,-0.05499837691107044
tr 16,-0.054995680416796665
response form applicant,-0.054984353357098455
baby,-0.054965048606415344
applicant continue use,-0.05486008238532043
applicant characterize,-0.05484596240287917
plead guilty drive,-0.05481376456712155
think applicant,-0.054811439610671
suspended year,-0.05480580979735373
order attend,-0.054782095090539884
admit allegation set,-0.05477948878069766
submit Breathalyzer,-0.05471149370678475
alcoholism,-0.05471022245714553
anxiety applicant,-0.054676875834090394
justice,-0.0546453187777699
clearly,-0.0545829950624833
dui state applicant,-0.054551639016286756
anonymous aa meeting,-0.0545224580742828
dwi applicant,-0.05448246975729961
normally,-0.05437739047165432
patient,-0.054371209090925375
applicant charge possession,-0.05430646121444587
51 52,-0.05430029801651255
2020 dui,-0.05428566084639534
2008,-0.05426892825943503
intoxication applicant,-0.054241043716069554
eventually,-0.05411698469097358
30,-0.05411069193128645
methamphetamine,-0.05402679666917573
500,-0.05399500249104852
october 2021,-0.0539778201844269
offense applicant plead,-0.053964216617951165
admit debt,-0.053885988573165816
egan,-0.053842852596952664
means,-0.053837986140248796
2018 sor,-0.05371502644261698
item 10,-0.0536398664014482
require undergo,-0.053639641905174854
1987,-0.05361634500686125
test positive,-0.05360084602768971
fail field sobriety,-0.053434202070560766
fail field,-0.053434202070560766
sor explanations applicant,-0.05339361077395859
applicant require complete,-0.05337240991860624
probation month,-0.0533671280728552
alcohol education class,-0.05335573712378356
possession paraphernalia,-0.0532953929471711
35,-0.05327960553045901
year 2016,-0.053272397029550944
march 2018,-0.053248955022001575
special,-0.053242120413701924
consume alcohol time,-0.05318212523883267
half year,-0.05315943796296264
august 2020,-0.05315398013094193
concede,-0.05314114661557571
general,-0.05306495527438035
sufficient,-0.05302447488976873
february 2020,-0.05296745348460957
2016 april,-0.052925691479497855
applicant plead contest,-0.05288118381617937
12 applicant,-0.05284121904416204
owi,-0.05283250666390439
background interview,-0.05281574376406599
recreational,-0.05275255385831749
applicant attend,-0.05274001488342154
pp,-0.05272678073682395
control,-0.05268693380018218
support program,-0.05265965882214016
36 37,-0.052614632846976726
disclose investigator,-0.052605946171745396
applicant disclose investigator,-0.052605946171745396
work defense,-0.05258907128924964
bottle wine,-0.05256601905023812
death,-0.05251044346812766
disability,-0.05249580167065046
applicant illegally,-0.052472830918454165
applicant order participate,-0.052461434108751266
order participate,-0.052461434108751266
unspecified period,-0.05242308280014616
november 2003,-0.05235068438428097
sor allege november,-0.052304953397914834
allege november,-0.052304953397914834
pack beer,-0.052302573789425405
employ government contractor,-0.052255699649502406
employ government,-0.052255699649502406
applicant admit debt,-0.05222905988741324
inpatient treatment,-0.05219654111823296
february 2021,-0.05212615635630311
applicant previously,-0.05208430163055559
clearly consistent national,-0.05208106525705258
10865,-0.05208106525705258
484 531,-0.05208106525705258
consistent national,-0.05208106525705258
personal,-0.052071739827980655
sentence days,-0.05202541172226415
passenger,-0.0519375611224726
security officer,-0.05193636479960901
park lot,-0.051928224296361944
felony possession,-0.051897253347108936
control substance,-0.05186520826637714
legal limit,-0.05185181805727231
arrest alcohol,-0.05178057239726696
tr 53 applicant,-0.05170892300419256
addiction,-0.051707483683419535
marijuana possession,-0.051672375412070023
outpatient alcohol,-0.051670133322203576
relevant question,-0.05164102379348953
treatment june,-0.05164085228174579
order attend alcohol,-0.05161624514704227
50 applicant,-0.05150978598865072
aunt,-0.05150701845992343
applicant assign,-0.051491748997225965
ges applicant,-0.05147478060480888
odor,-0.051466426025838515
applicant arrest january,-0.05141390855598203
anxious,-0.051359884845571795
corroborate,-0.051348685277582094
magistrate,-0.05126184831677572
use ecstasy,-0.05125189943219962
july 2021,-0.05124792626212372
eligibility access,-0.05122916978469118
applicant release,-0.05119835746420196
august 2012 applicant,-0.05114562019327949
fine court,-0.05111440644532721
alcohol applicant state,-0.0511120985637601
tax year 2016,-0.05103039453211239
2007 applicant,-0.050962342559475314
yard,-0.050894473276036516
case dismissed,-0.05088631461259538
test alcohol,-0.05087840117459171
modify,-0.050818761797409934
testing,-0.05077545436045381
january 2008,-0.0507550059392587
treatment record,-0.05073590921713845
successfully complete alcohol,-0.05072805285793877
32 applicant,-0.05072670399284145
applicant associate,-0.05068806231232989
november 2016,-0.05062625850236949
government allege applicant,-0.05059633828255383
guilty drive,-0.05055266276684669
applicant able,-0.050551610891937486
item 14,-0.05054522695329118
stay,-0.05052092184706176
alcohol time excess,-0.05051885026504466
involvement substance misuse,-0.05048117389493508
involvement substance,-0.05048117389493508
drug involvement substance,-0.05048117389493508
previously,-0.05047843804354911
alcohol time applicant,-0.0504685621640637
ag,-0.050449162047466974
february,-0.05041311418888929
inquire,-0.05038499252572777
seven day,-0.05036305924915643
september 2020,-0.050353887969873355
2016 april 2017,-0.050350873246488514
applicant work time,-0.05034054567398616
heavily,-0.05026884996702621
classify,-0.05023954221660418
assessment,-0.05021049015236194
applicant arrest april,-0.05019086600543671
arrest april,-0.05019086600543671
1993,-0.05017182034799841
continue use alcohol,-0.050147832510062655
second time,-0.05013391962113172
allege applicant charge,-0.05011294974416028
pay fine,-0.050093033442224086
speech,-0.050044394986218994
hour applicant,-0.05004126909904852
june 30,-0.050012927461507595
falsify,-0.04998674406670489
applicant fail report,-0.04993679825331444
applicant marry children,-0.04992307584663938
intensive outpatient program,-0.04985959611803712
schedule control substance,-0.04982656628614025
schedule control,-0.04982656628614025
time month,-0.049743242771035555
self report,-0.049742771242357875
finalize,-0.04968357763700471
thought,-0.049682451319810673
leave work,-0.04967677921329217
mile hour,-0.04966414889740711
33 34,-0.04965764610350665
aa meeting,-0.04965636409375387
background interview applicant,-0.04961668966272144
applicant convicted,-0.04958390047941536
arrived,-0.04958081232334966
children item page,-0.0495781724768952
drink beer day,-0.049553797086805275
applicant blood alcohol,-0.04952261691571043
convicted applicant,-0.04950626780411664
august,-0.04939444329094462
21,-0.04937875514496208
applicant dui,-0.049308744537985304
36,-0.049258600908246596
applicant admit alcohol,-0.049233257235114555
state court,-0.049228966768982606
applicant resume alcohol,-0.04920472751102935
access information,-0.049191627674097196
2022 background interview,-0.04914270560527952
2022 background,-0.04914270560527952
substance abuse counselor,-0.049141386850603555
costs,-0.049140788415806005
police arrest applicant,-0.04912963867040921
2022 applicant,-0.04908710567337239
secretary,-0.04908650171152323
hallucinogenic,-0.04907061899376647
answere question,-0.04906827080709599
2018 response,-0.049061687180331805
whip,-0.04899888710758299
02,-0.04896957601112339
charge felony possession,-0.048844633116373895
code,-0.048820992714836725
spouse child,-0.04881426907948943
dod investigator,-0.04875931642329118
29 31,-0.04874054793703348
nearly,-0.04872722929762301
february 2012,-0.04871444321839322
day work,-0.048712418192307934
personal subject interview,-0.04869649064190245
personal subject,-0.04869649064190245
policy,-0.0486699952388735
applicant arrest dui,-0.0486570074455426
bench warrant,-0.048613698421938904
charge dwi applicant,-0.04859824120997994
drunk duty,-0.048586135894443695
alcohol factor,-0.04858174960405359
applicant use ecstasy,-0.04855030224033811
applicant lose,-0.04854479299146363
felony applicant,-0.04851449333895682
stated,-0.048437731841153624
charged convict,-0.04841879395125777
27,-0.04840209479505566
disclose sca,-0.04834001829030183
pattern,-0.04829293843595782
appear court,-0.04829143463078527
question aske,-0.048261777901492574
dui court,-0.04826066950868686
colonel,-0.04824629608015643
applicant feeling,-0.04824312139850731
detoxification treatment,-0.04814853586418218
medical record,-0.04813324036564037
fine approximately,-0.04810070338157832
explanations applicant year,-0.048090178630171565
plead guilty pay,-0.048080259398468314
guilty pay,-0.048080259398468314
dismissed tr,-0.04803710511540824
guilty dwi,-0.04801921630536499
shots,-0.04801564809957565
dangerous,-0.04798464479823131
allegation guideline applicant,-0.04797682976883381
21 applicant,-0.047958791810126
continue consume alcohol,-0.047946119027765376
separated,-0.04794587174185188
drug control,-0.04793972683113308
2017 applicant,-0.047930309707740794
return work,-0.04792602870843598
2016 item,-0.04792038093002336
lose job applicant,-0.04791790177808303
alcohol approximately,-0.04790204169621601
applicant provide document,-0.047849311252398864
terminate employment,-0.04782380604635899
75 76,-0.04780939484356794
retain security,-0.04780791319581335
seek retain security,-0.04780791319581335
retain security clearance,-0.04780791319581335
motorcycle,-0.04779595243262811
subparagraph,-0.04774557808735243
alcohol tr page,-0.04773233273939951
reports,-0.047697096564953585
17 applicant,-0.04768008913428372
license suspension,-0.04766880114646135
weekly basis,-0.04766765286529382
applicant enter plea,-0.04765968931215525
relate conviction applicant,-0.04765635421575918
tired,-0.047608484695647435
immaturity,-0.04758548203212354
late 2017,-0.04757671532178115
payment plan,-0.047546745082972845
substance misuse applicant,-0.04752833980001109
education class,-0.0475282405881414
applicant normally,-0.0475006484150875
target,-0.047494203179827214
jail applicant,-0.04747689642895264
item 11,-0.047396194753069165
drink alcohol time,-0.04739552633817877
police tr,-0.04737573000606741
13 applicant,-0.047369163382534246
183,-0.04734807420505112
31,-0.04733979356726327
simple assault,-0.04733760838664319
08,-0.04733690101776056
fine fees,-0.04732872960730953
52 applicant,-0.047327256555742964
impaired,-0.04729119960743373
applicant friend,-0.04725403578409387
use disorder moderate,-0.04724159280071478
commercial,-0.04723064976997354
abstain alcohol,-0.04721476034597414
admission answer,-0.047209301386933224
tr 59,-0.04720842379170885
omit,-0.04718938061413471
2016 applicant,-0.047189321131029166
august 2019,-0.04710133518501581
catch,-0.04707907016069041
applicant earn high,-0.04707108242308742
