feature,coef
positive marijuana,-0.2002464539680957
employer applicant,-0.1995045195125741
martial,-0.19895198963809513
company credit,-0.19871638487190854
2021 applicant,-0.19772056058816265
opm investigator,-0.19657069415893486
applicant answere,-0.19537700945535702
test positive marijuana,-0.1950414195556148
nigeria,-0.1948055637397925
deny,-0.19413161195059106
court martial,-0.19324075043438627
firearm,-0.19315500054754228
loan,-0.19290166249356333
august 2019,-0.19248711144586877
charge,-0.1918986842486664
note,-0.19176724543603596
student loan,-0.18972237565852212
loans,-0.18822476445391723
page line page,-0.1881974258659571
cocaine,-0.1877974373254723
aske,-0.18770949457056849
student loans,-0.18682668267144525
2007,-0.18616969157933763
investigator applicant,-0.1840892132362526
company credit card,-0.18396390478215416
allege sor,-0.18340078994707223
opm,-0.18338022991312322
provide,-0.182903773160235
investigation,-0.18181929986283127
claim applicant,-0.18096534027595285
applicant indicate,-0.18077882050647529
date,-0.18042395504051023
answere,-0.17978187806110427
documentation,-0.1791851615247483
owe,-0.17904714372767386
failure,-0.17862484358122135
interview applicant,-0.17799915671198277
fbi,-0.17745886254411886
suspend,-0.1764023164280669
drug control,-0.17601469286301602
test applicant,-0.17571678286099165
line,-0.1749843642430599
license,-0.17450935032495035
mutual,-0.17390554521414206
line page,-0.17279935590617634
marijuana future,-0.17232269596893204
allegation misconduct,-0.17181006602741217
indicate,-0.1713576991816544
positive,-0.17092955254226744
military,-0.17042739383192088
count,-0.16996120872946477
sci,-0.16940538541834743
march 2021,-0.16911016448131666
alcohol relate,-0.16845399476928585
2009,-0.16804622393464808
allege guideline,-0.16655228826483667
credit bureau report,-0.16602468755275993
bureau report,-0.16602468755275993
restaurant,-0.1659127640144803
agreement,-0.1648708048107512
credit bureau,-0.16477515392190292
agreement following,-0.16462556817006885
mutual agreement following,-0.16462556817006885
purchase,-0.16442662175707043
victim,-0.16368475150620848
personal conduct,-0.16364127940367978
reason,-0.1632780247198748
card,-0.16311692965618893
assert,-0.16226705239788597
pay debt,-0.1618434521681637
dod investigator,-0.16174177293683933
confinement,-0.16149000958410817
ex spouse,-0.161482957480282
russian,-0.16145140311123662
drug involvement,-0.1605825108402943
confront,-0.1604193767418921
submit,-0.16033847923900785
form response,-0.16022006376253237
text,-0.1601827678173673
applicant falsify material,-0.16016517761446022
multiple,-0.15943948363255891
conduct discharge,-0.15915462909403122
bad conduct discharge,-0.15915462909403122
bad conduct,-0.15915462909403122
conviction,-0.158901484431414
applicant stated,-0.1587773307057887
involvement,-0.15872387098034907
use marijuana future,-0.15858999276287333
left mutual,-0.15789587402553598
left mutual agreement,-0.15789587402553598
offense,-0.15730859939124958
send money,-0.1565369434241252
fired,-0.1564471664235057
guideline sor,-0.15606628403923503
child support,-0.1557920591034825
item applicant,-0.1553601770790638
sor applicant,-0.15512060413756584
december 2009,-0.15481673371817795
ges,-0.15459613114626305
ms applicant,-0.1544552011463254
audit,-0.15436120435066225
occur,-0.15401951190551905
interrogatory,-0.1537380168470383
information applicant,-0.15336251056541994
error,-0.1531835855899416
deny applicant,-0.15239815981017055
applicant interview,-0.15237162931283882
applicant left,-0.15236385400579094
forge,-0.15202587613505245
paid,-0.15197465207233102
applicant offer,-0.15188685063149351
stated,-0.15188660414972077
larceny,-0.15148448334494918
payment plan,-0.15133192578467866
despite,-0.15110351965394966
bureau,-0.15107374475504234
applicant list,-0.1507892300011713
write warn,-0.15061110320167306
suspension,-0.15038574989609893
reports,-0.15004870843137655
resignation,-0.149724371142576
usage,-0.1491053350464222
criminal conduct,-0.1487698187050325
page applicant,-0.14842462899379766
indicate applicant,-0.1478615980213885
violation,-0.14694489808521122
applicant state answer,-0.14682314379749764
fraud,-0.14678767947519886
section 13a,-0.14666639414391264
analysis,-0.14633451335544062
background,-0.14629563909126042
daughter,-0.14600689183856214
future applicant,-0.1460064332354767
line page line,-0.14596241730727574
group,-0.14533421501691732
left,-0.1452091379721199
left job,-0.14502600857568115
certification,-0.14466856250861954
test positive,-0.1442611490407473
driver license,-0.14404038258681498
article,-0.14301426064707068
credibility,-0.14297379034679847
allegation applicant,-0.14270437174512435
applicant deny applicant,-0.1423352508851242
secret,-0.14182064519435117
applicant assert,-0.14163585039940732
purposes,-0.14144838817042635
city,-0.14122092044465975
clock,-0.13992269808403873
conduct tr,-0.13961596345183636
sexual behavior,-0.1393656295911001
substance misuse,-0.13918283476196686
termination,-0.13878056213204942
report applicant,-0.1383157308494784
applicant delinquent,-0.13792777741357504
scheme,-0.13783288539238214
drug involvement substance,-0.1366681653474566
involvement substance,-0.1366681653474566
college,-0.13577998113377782
transaction,-0.13542469909992244
grandmother,-0.13509669328711987
credit card,-0.1350060688095885
june,-0.13494884636995588
loans applicant,-0.13483255492766794
applicant deny,-0.1345777008546984
honourable,-0.13416547516510163
applicant indicate applicant,-0.13396384126425936
december,-0.13368512350012085
acknowledge applicant,-0.13345785985141576
applicant mischarge,-0.13344225709092117
involvement substance misuse,-0.13296578525403183
app,-0.13245197154695457
loan sor,-0.13233395228114905
guideline personal,-0.13124676891029388
guideline personal conduct,-0.13124676891029388
omit,-0.1307647954529773
mar,-0.13054707510778085
finding,-0.130377615407237
white,-0.12985482197776185
conditions,-0.1296317668938815
okay,-0.1295521803982982
sor consider,-0.12940017764506104
sci access,-0.1293567711177378
tell government,-0.12927786454903278
tell,-0.1292694641469748
aske applicant,-0.12912755445669014
applicant claim,-0.12896190247366704
seven years,-0.12886815786810946
answer sor applicant,-0.1288410204869572
picture,-0.1287288241925782
personal conduct applicant,-0.1285850541728785
security interview,-0.1285330912459676
falsify material,-0.12849197800661405
mean,-0.12839062668303555
item sor,-0.12820754625422734
marijuana vary,-0.12775940027559526
marijuana vary frequency,-0.12775940027559526
lien,-0.12772295569112016
2018 ge,-0.12725690894051223
prosecution,-0.12636306848131323
lay,-0.126272440861782
company applicant,-0.12599962340560247
prostitution,-0.12596182282364377
use marijuana vary,-0.12558242152716165
gamble,-0.12543698593423297
2013 2016,-0.12509384152442857
pre,-0.12487480663530336
falsify material fact,-0.12475369261129032
forth,-0.12395218857105386
dod security clearance,-0.12371675619705849
unpay,-0.12371015581625179
institute,-0.12354041413746676
13,-0.12342240684094113
adultery,-0.12330593310748666
order pay,-0.12329479692948984
rehire,-0.1232699601741247
applicant left job,-0.12325862383506632
state answer,-0.12319161943369498
philippines,-0.1231705349476774
purposes consider,-0.12313483838372585
fact,-0.12312877864651846
reduce,-0.1231128520593656
use company,-0.12259995081355514
answer sor,-0.12241590079699921
credit reports,-0.12228463446929397
eventually,-0.12161916885059186
august,-0.12080969167320627
february 2019,-0.12075949522130967
debt owe,-0.12074888617048776
applicant tell government,-0.12069609878586432
january 2019,-0.12047575015663993
dui arrest,-0.1203698963396161
use,-0.12025918832061626
caf,-0.12023047989600952
housing,-0.1201429719018835
pertain,-0.11975537751289138
music,-0.11965734847990624
november 2017,-0.11900130310276379
expire,-0.11896664466972469
government investigator applicant,-0.11866065928923357
urine,-0.11844307790855217
employment item,-0.11835538637696244
history,-0.1180800480524548
report,-0.11751245778150096
set forth,-0.11743431340173299
response,-0.11741614323944732
tell government investigator,-0.11709509302746646
answer question,-0.11636075443838721
sor applicant state,-0.11622468745719534
person analysis,-0.1162245272079336
revoked,-0.11620149893666504
arrest applicant,-0.11618556068070135
admit applicant use,-0.11612619919999537
material fact,-0.1161067639926514
frequency,-0.11593798056327366
employment termination,-0.11589408071206989
2016 2017,-0.11523074903811979
use drug control,-0.11519073303814813
drug control substance,-0.11505798729650303
sor answer,-0.11498969379782463
cross,-0.11483396648299216
let,-0.11469636230588286
disclose marijuana,-0.1145967538596117
prison applicant,-0.1144346999445484
february,-0.1140686102644608
fail disclose,-0.1140420594801469
unclear,-0.11399621159088956
transcript,-0.11396508807645953
charge allegation,-0.11383749071703886
charge allegation misconduct,-0.11383749071703886
honourable discharge,-0.11375571761947054
deliberately fail,-0.11366187064631286
connection,-0.11364905664558891
applicant engage,-0.11329351117888242
provide document,-0.11324659386047169
applicant grant,-0.11323776796189551
bar,-0.11310865071539773
report security,-0.1126796373138881
occasion,-0.11264925919361037
use drug,-0.1125989589927533
grant,-0.11249941717939317
return tax,-0.11248895253151608
hide,-0.11241259471310916
form response applicant,-0.11205896358331784
private,-0.11178522246988841
steal,-0.11175277533092597
tell investigator,-0.11164149184856643
telecommunication company,-0.11149736536818458
applicant submit,-0.11136395541283466
debt remains,-0.11127831179015174
app bd,-0.1111844251405029
bd,-0.1111844251405029
issues,-0.11105769819388814
polygraph examination,-0.11085419561651237
2023,-0.11084851651529198
appropriate,-0.11078068926225536
guilty,-0.11069794316075744
case,-0.11054423120212961
disqualification purposes,-0.11030855794809964
allege sor consider,-0.11017496164620272
initial,-0.10994870543656772
item section,-0.10987521499679709
applicant employment,-0.10978547875684064
amend,-0.10962398899968451
academy,-0.10934965062827354
deliberately fail disclose,-0.10930286762896825
female,-0.10916740946777075
company policy,-0.10910697909575447
didn,-0.10905728060764032
student loans applicant,-0.10899009523275502
13a,-0.10848901487838968
86,-0.10847108077260446
admit allegation,-0.10832901868150151
march,-0.10816757188245932
commence,-0.10816432500572366
2023 credit,-0.108059420677222
deposit,-0.10780661227433373
return tax year,-0.107802213272879
following charge allegation,-0.10765442425944657
following charge,-0.10765442425944657
act,-0.10753703824389593
interrogatories applicant,-0.10749856875010587
maintain applicant,-0.10737957724206673
affirm,-0.10724925120682274
mitigation,-0.10724631089257265
divulge,-0.10710918831853072
sca applicant,-0.10696361384655048
state charge,-0.10696306463438102
august 2013,-0.10673690086577384
adhd,-0.10652391544260906
interim,-0.106429531391607
secret service,-0.1054533817597727
employer discover,-0.10533241009982891
underwear,-0.10521348660611592
applicant deliberately fail,-0.10504022774356164
allege guideline sor,-0.1049856459265829
answere applicant,-0.10477507861213961
days,-0.10477379037406229
sample,-0.10469801559228119
government investigator,-0.10459820303772163
monthly payment,-0.104577940808533
interrogatories,-0.10456464657874248
january,-0.1043218523921069
document applicant,-0.10424486133413859
fail,-0.10406895167438818
receive write,-0.10400098663199647
fraudulent,-0.10392724324808139
disqualification purposes consider,-0.10369024041098808
contradict,-0.10365396862214131
Breathalyzer,-0.1036153302465978
mistake,-0.10353861737762365
allegation pertain,-0.10325819521334292
agreement following charge,-0.10312373124777148
tax return tax,-0.10297970620787594
applicant admit allegation,-0.10295008686024813
applicant pay debt,-0.10291036001699887
applicant plead guilty,-0.10288354243644983
rehabilitation,-0.10268880916427983
2018 sca,-0.10263311539657732
applicant receive write,-0.10252850712872039
privilege,-0.10245183516574144
open container,-0.1023026089493597
thought applicant,-0.10220341886003732
applicant illegally use,-0.10216999897442473
alcohol use,-0.10216684172101434
corporate credit,-0.10211992100042493
campus,-0.10200996543085061
applicant like,-0.10181350385871897
applicant illegally,-0.10175186809542452
medical record,-0.10174099478607079
official,-0.10138700086545961
online,-0.10130989324796447
applicant fail,-0.10128613160061693
container,-0.10117383330121031
administratively,-0.10116627521213084
occur applicant,-0.1010746997555506
july 2022,-0.10100773338150046
authorize,-0.1008706942293958
applicant add,-0.10073061989259309
employment employer,-0.10061674215121331
applicant answere applicant,-0.10058920120900111
true,-0.1004110195147771
state tax lien,-0.10035126266478005
appeal,-0.10030837698876281
prescribe,-0.10018559905334005
random,-0.10008827318137314
staff member,-0.09998473472857014
terminate employment,-0.09995412573920612
resign,-0.09995048864237924
disqualification,-0.09994481098519951
request applicant,-0.09991031713671715
failure file,-0.09989576947474892
employment activities,-0.09980321708505183
admit use,-0.09974361392202864
applicant provide documentation,-0.09965536969521088
comments,-0.0995233244943229
applicant aske,-0.09942682388547908
receive write warn,-0.0992932373919598
lack,-0.09925980791547966
sign,-0.09923006021956739
disclose marijuana use,-0.09907713497829565
investigation process,-0.0988947541770855
january 2020,-0.09887731814880246
sick,-0.09877513439528987
vary,-0.09860278938816323
2017 2018 2019,-0.09854482768721333
title,-0.09836533106898226
employer tr,-0.09826143325795965
associate degree,-0.09822040864175721
timekeeping,-0.09796569705357672
sexually explicit,-0.09793498234132818
submitted,-0.09785981154177963
approximate,-0.09783059274167799
february 2018,-0.09773260992418034
background interview,-0.09772015341719964
certify,-0.0977033727427378
electronic questionnaire,-0.09764327297960809
applicant receive counseling,-0.09754311627966844
vary frequency,-0.09751109468599826
ge 15,-0.09749738177163979
misconduct applicant,-0.09746507568070695
applicant currently,-0.09735920913574805
118,-0.09723591311072302
management,-0.0972199293449804
93,-0.09717428613212435
office applicant,-0.09692772968178857
represent,-0.09689071103136003
october 2015,-0.09688046811001645
work computer,-0.09677748948690422
answer applicant admit,-0.0966837805655877
plea,-0.09664641980958355
roi,-0.09654556748690664
wear,-0.09640939204094516
truthful,-0.09628628934517153
applicant background,-0.09616889475682618
applicant lay,-0.0961405505464098
sor allegation,-0.09610862881853867
resume,-0.0961070242177394
investigator applicant use,-0.09610430737704362
submission,-0.09596988321469493
state applicant left,-0.09596806478621397
inappropriate,-0.0958969049454592
battery,-0.09577060854922051
2002,-0.09576341703961172
finally,-0.09572234493492153
sor applicant fail,-0.09561221929232978
lieu,-0.09558921483001852
consider assess,-0.09547042398455723
mischarge,-0.09544039200070255
stay,-0.09538989683610975
receive honourable,-0.09531536462935766
unprofessional,-0.09528129661937501
applicant agree,-0.09526837702004995
judge,-0.09505198837940461
agree,-0.09502002712997323
incident applicant,-0.09501500604307879
dod security,-0.09495292911593389
department education,-0.0949395814841176
unemployment,-0.09489247399386802
remote,-0.09489018227007182
marry child,-0.09485534725972049
verbal,-0.09483558579682097
Breathalyzer test,-0.09476244242215699
applicant let,-0.09464555764740744
april 2020,-0.09460007355366665
march 2018,-0.09458221489597328
arrest charge,-0.09444896101000849
numerous,-0.09440152072774291
cousin,-0.09420631432737712
file federal income,-0.09406376317087095
control,-0.09399121065282028
refund,-0.09390560611690625
ge applicant testify,-0.09390491463795907
allege delinquent debt,-0.09387848408972839
credit report applicant,-0.09378129257202748
crack,-0.09366755666001056
applicant provide document,-0.09365479328614433
assess applicant,-0.09359741543271247
headquarters,-0.09354633641660798
number,-0.09354490027169171
deny use,-0.09350453184356465
2020 sca,-0.09343274804091961
december 2015,-0.09338268378156102
simple,-0.0933642201112713
offer,-0.09334244857095908
sor february,-0.09313104156421798
soldier,-0.09311478677591933
sca february,-0.09308952950301926
corporate credit card,-0.09297405943631014
august 2020,-0.09296756199167719
password,-0.09287058148827489
applicant arrest state,-0.0928282720407074
arrest state,-0.0928282720407074
119,-0.09271606968977662
sor allege guideline,-0.09246903745293594
use applicant,-0.09230558370362017
2022 security,-0.09217668905604647
lawsuit,-0.0921207386242964
falsify time,-0.09200455487144327
applicant serve active,-0.09193527988691859
marijuana,-0.0918785880181978
final,-0.09183243627517174
personnel management opm,-0.09182927228508275
management opm,-0.09182927228508275
consider assess applicant,-0.09173391211978031
sor answer applicant,-0.09154816732766913
conduct sor,-0.09153662895714267
drink alcohol,-0.09115220481283134
judgment,-0.0911135206224458
serve active duty,-0.09107960679293667
serve active,-0.09107960679293667
section,-0.09105920049354922
bags,-0.09100270429235785
2018 applicant,-0.09098649443271041
affair,-0.09098549649979844
write,-0.09092510790956666
applicant claim applicant,-0.09080503409476823
items applicant admit,-0.09074778011034285
applicant afraid,-0.09072311141636796
plan,-0.09062747640540017
authorize investigator,-0.09050377501027905
2017 item,-0.09044560686256072
falsification,-0.09038563579202559
applicant deliberately,-0.09036639970493987
deliberately,-0.09028997922696438
dropped,-0.09026720119189918
government interrogatory,-0.0900937087583558
support claim,-0.08971891100115273
reprimanded,-0.0896946741198364
denial,-0.08968653439468807
electronic questionnaire investigation,-0.08963611734142125
questionnaire investigation,-0.08963611734142125
questionnaire investigation process,-0.08963611734142125
ptsd,-0.08953197412301087
submitted make,-0.08951390878110575
submitted make following,-0.08951390878110575
2022 applicant,-0.08949686019014634
personal conduct sor,-0.08939952886598829
sor item,-0.08926632989620421
tax lien,-0.08925580250309564
western union,-0.08922783099641117
sor response tr,-0.08906357988604544
suspended,-0.08905966933376991
applicant explanation,-0.08902348213697481
purposes consider assess,-0.08897943615846376
applicant acknowledge applicant,-0.08897083691909594
hearing applicant testify,-0.0888345505837177
western,-0.08869153644933848
sor july,-0.08852407079459781
10,-0.08848264364725617
honourable conditions,-0.08845565478712947
discharge honourable conditions,-0.08845565478712947
don,-0.08841306608730026
action,-0.08827119195484844
applicant thought applicant,-0.08826640993171786
provide documentation,-0.08820681439631346
afraid,-0.08814731458177501
nispom,-0.08812033611774496
upload,-0.08790407712481359
concern applicant,-0.08780649910485348
2023 credit bureau,-0.08776126895745212
assess,-0.08773312643613898
2017 incident,-0.08769057880561278
money applicant,-0.0876334320536623
bd oct,-0.08753251510608526
app bd oct,-0.08753251510608526
pornography,-0.08752392785083368
item sor allege,-0.08742468616424885
2019 debt,-0.0874229733799773
tr 47 applicant,-0.08735162802825767
record,-0.08734411693709869
intend use,-0.08717694561909758
applicant arrest,-0.0869492048058366
admit use marijuana,-0.08690469585517471
documentation support,-0.08685524028995235
control substance,-0.08676996903022115
applicant answere question,-0.08676373244500159
july 2018,-0.08670820009603433
place collection approximate,-0.0867049730597007
sexual,-0.08662828685289947
argument,-0.08653464539369306
misuse company,-0.08652731217552023
quit tell,-0.08644300423557724
misdemeanor,-0.08628349008310336
wire,-0.08627832206661462
course,-0.08623218601024167
evidence record,-0.08610741347916191
applicant send money,-0.08604050828234625
region,-0.08594649528871137
offense allege,-0.08591981514423912
occasions applicant,-0.0858769459343609
deferment,-0.08587630077772167
start work,-0.085862294589894
investigator confront,-0.08579563593836394
session,-0.08578975270447331
iscr,-0.08576773780965458
iscr case,-0.08576773780965458
tax return,-0.08566949173671938
deposite,-0.0856070745445024
debt charge,-0.08557536683549177
illegally,-0.0855724728685759
debt sor,-0.08557219237308179
restitution,-0.08540162353279156
assume,-0.08534693500606436
applicant initially,-0.08527242257637557
conduct allege,-0.08516486073809347
allegation answer,-0.08507023226841724
applicant credibility,-0.08503065135449081
truth,-0.08495604752401995
december 2019,-0.08494687005319729
medium,-0.08484259644781302
information record,-0.08476427116977868
contend applicant,-0.08473789141996425
allege information,-0.08467440671919618
applicant require report,-0.08462221445609304
13a employment activities,-0.08460847072636878
april 2012,-0.08460554464693129
dates,-0.08459161145755913
tr 32,-0.08456061963208202
13a employment,-0.08431436991190082
section 13a employment,-0.08431436991190082
second degree,-0.08431305842642739
scif,-0.08425923116934461
allege applicant delinquent,-0.08422076403964207
company proprietary,-0.08408319325259635
illegal use drug,-0.08396051478514464
sor applicant falsify,-0.0839520411465681
airport,-0.08392574797684665
1993,-0.08385065645852553
student loan debt,-0.0837969595197035
disciplinary,-0.08371358309236959
disciplinary action,-0.08369186977662575
2014 sca,-0.08362328291554795
random drug,-0.08358035253889864
ge sor,-0.08356290117616938
utility,-0.08351983444980327
deny sor,-0.08348907358445837
repossess,-0.08310204993667995
notice unsatisfactory performance,-0.08306499444975055
notice unsatisfactory,-0.08306499444975055
accident applicant,-0.08294827099393406
requirements,-0.08282626708407627
applicant require,-0.08276519420043219
charges,-0.0824251909844868
guideline sor cross,-0.08219211839314722
december 2018,-0.08208854331716733
travel,-0.08208599557566962
illegally use drug,-0.08208433431041905
line 14,-0.08206615526369594
page line 14,-0.08206615526369594
form,-0.08203312737057902
interview tr,-0.08197636080113618
debt pay,-0.08188679472440737
company issue,-0.08164522048796481
person factors,-0.08158063047395706
permanent,-0.08155744321324643
domestic battery,-0.08155534005936076
date june,-0.08155393065507029
november,-0.08154492917751427
military service,-0.0815315324167832
september 28,-0.08150971922662004
credit cards,-0.08143708474945745
factual allegation pertain,-0.08141320664471964
orders,-0.08140455224527286
drug treatment,-0.08138300719294728
62 applicant,-0.08131799451405655
credit record,-0.08130359689023575
telecommunication,-0.08125069481027236
ge march,-0.08122769274819634
disregard,-0.08121455223882457
assess applicant credibility,-0.08107757207852867
nolle,-0.08107024979647535
applicant provide,-0.08104803284004239
children item,-0.08087218397180819
candor,-0.08081968606195586
undated,-0.0808060502837934
misuse,-0.08073653546075996
cross examination,-0.08072708105820697
officially,-0.08072571330572732
discharge honourable,-0.08069454960663848
19,-0.08064684019568191
drug control substances,-0.08055704487956039
applicant omit,-0.08051357670262124
conversation,-0.08049242255271787
applicant certify,-0.0804788861238645
recollection,-0.08029274788443212
applicant send,-0.08020500647029456
109,-0.08015386346123803
account balance,-0.08011908491801287
marijuana cocaine,-0.0800215686919411
state applicant tell,-0.07996353960518456
applicant admit applicant,-0.07995589611606058
receive honourable discharge,-0.07992375268093667
tr 62,-0.07991705202166563
applicant stay,-0.07989505454214163
breaks,-0.07987754021540774
expunge,-0.07985592374119509
asap,-0.07981791001298161
add,-0.07976611273463828
sor cross allege,-0.07973636443927724
current spouse,-0.07971992059559369
return file,-0.07961052323142748
positive urinalysis,-0.07955118362053218
violation company,-0.0795200274308688
applicant charge drive,-0.07948039107062306
guideline allegation sor,-0.07945639160084504
2009 applicant,-0.07936895554566896
child mother,-0.07933406310031778
false applicant,-0.0792604080940574
2021 response,-0.07921391531702318
adverse,-0.07918393049027607
applicant arrest charge,-0.07912438089614567
applicant background interview,-0.07906994973416319
september 2014 applicant,-0.07898139911431773
50 monthly,-0.07893270416390225
interviews,-0.07892368074974775
indicate debt,-0.07884299628295831
2020 dui,-0.07882977652843567
old employee defense,-0.07876043875265694
marijuana occasion,-0.07866647166895627
applicant maintain applicant,-0.07865591843667682
applicant previously,-0.07862577929471717
2018 charge,-0.07858796334145503
debt creditor,-0.07852608267775002
prior,-0.07850349293587958
technical,-0.07846576387449267
interview dod,-0.07842569156679419
intend use marijuana,-0.07835768770044103
report arrest,-0.07816082757365508
accurate,-0.07812454841685251
government contractor,-0.07804792656315199
2007 applicant,-0.07800297101544268
file,-0.07797388887583873
buying,-0.07794147363199032
discharge applicant,-0.07791794223271097
allege sor applicant,-0.07790131999199741
october 2017,-0.07782143675018995
car accident,-0.07782110777164758
inconsistent,-0.07781705699910861
112,-0.07781019286253511
applicant test,-0.0777265235883919
information tr,-0.07759729362287551
occasionally use,-0.07757329912194799
substance misuse applicant,-0.07753166341289137
past years applicant,-0.07748299975599239
receive counseling,-0.07742736223126102
regarde,-0.07736340698671391
year 2017,-0.07728818098256504
tr 20 21,-0.07726603641793581
gross,-0.07726397725717904
charge alcohol,-0.07725268017140378
form applicant,-0.07712804824741329
marijuana future applicant,-0.0770873890097862
restrict,-0.07706724762511873
extenuation mitigation,-0.07694869720569933
extenuation,-0.07694869720569933
note tr,-0.07690764174054858
allegation misconduct left,-0.07690317990392147
misconduct left,-0.07690317990392147
pleadings exhibits,-0.07674540427378183
mitigation person,-0.07673475563476025
november 2015 applicant,-0.07673432577353521
delinquent child support,-0.0767221035738357
delinquent child,-0.0767221035738357
sf 86,-0.07663649277746135
honourable discharge applicant,-0.07657588700958239
purchase use,-0.07653742388396316
information set,-0.07643258695462359
examination applicant,-0.07641028916966322
support,-0.07633328985491981
desire,-0.07630999197046757
equifax,-0.07627649725589937
recent credit,-0.07625762455906324
evidence support claim,-0.07625226846149703
access eligibility,-0.07604137379866775
applicant involvement,-0.07599571812306531
romantic,-0.07595701746924893
loan debt,-0.07593002207374089
officially reprimanded,-0.07591621159190455
accept,-0.07587507080946852
middle,-0.07574928545967086
factual allegation,-0.07563759581699041
assistance,-0.07557553434209065
courses,-0.07551042293457899
dod caf,-0.07548519017807416
information applicant admit,-0.07544755434313706
applicant marry child,-0.0754111569867568
behaviors,-0.07539129421304594
basketball,-0.07530744604394866
substance applicant,-0.07525284927451231
testimony applicant,-0.07520723781275562
applicant admit deny,-0.07519376522664371
college applicant,-0.07518696556364918
sf,-0.07513880811397129
offense allege sor,-0.07510656636015026
receive unemployment,-0.07505165793158448
applicant left employment,-0.07498878269062567
testimony make,-0.0749475304424952
testimony make following,-0.0749475304424952
review pleadings exhibits,-0.0749475304424952
payment applicant,-0.07481057251803426
unsatisfactory,-0.07480295467491511
june 2021 applicant,-0.07479691965356608
eligible rehire,-0.07478476849030236
make following,-0.07477828060783336
violations,-0.07475128200656174
admit allegation applicant,-0.07463714027448674
catch,-0.07461541713725842
applicant involuntarily terminate,-0.07458639240852359
oct,-0.0744916081540792
tr pp,-0.07445464640160734
pay debt sor,-0.07445098638337869
applicant divulge,-0.07443070563954042
admit arrest,-0.07438575408699137
applicant admit arrest,-0.07438575408699137
clearance hearing,-0.07435244293597705
fired left,-0.07435231042829826
refund applicant,-0.07435124176981525
threaten,-0.07434978076489447
deny sor admission,-0.07431270941044363
purchase cocaine,-0.07425117994107507
factors,-0.07424137789843345
clearance ge,-0.07421642438625933
attorney,-0.07420348399121043
applicant aske applicant,-0.0741633767496776
lieu termination,-0.07409455048253721
questioning,-0.07394993836820878
2018 sca applicant,-0.07394835603104179
pay month,-0.07392816468417082
resign employment,-0.073923907498575
allegation guideline,-0.07391112608918882
december 2013,-0.07390437554245222
admit deny,-0.073875784603963
86 applicant,-0.07357207477764198
internship,-0.0735614532141521
aver,-0.07356129086091127
november 2015,-0.07354919535025196
applicant start work,-0.07353597188648642
ministry,-0.07350676373018146
information allege,-0.07346445083031253
glass wine,-0.07336594101720618
cross examination applicant,-0.07330876735164314
labor,-0.07330464099278593
general discharge,-0.0732468890459493
applicant plead,-0.07324062182938833
urine sample,-0.07323947672516976
applicant receive letter,-0.07310018151042769
2010 applicant,-0.07309736670024675
july,-0.07304643529299701
test test,-0.07295121319809346
unmarry,-0.07293211995063657
somebody,-0.07292963906744439
2018 item,-0.07289993860602163
clearance item,-0.07285817341927657
sor credit,-0.07283924064979627
unprofessional conduct,-0.07281847955306561
response applicant state,-0.07275947461347677
cyber security,-0.07275841361529026
contempt,-0.07266120987916641
wine,-0.07262734857461703
appraisal,-0.07254869528290758
credit applicant,-0.07252047274789696
control substances,-0.07249890875509032
