feature,coef
applicant know,-0.10407067254917363
charge felony,-0.10403726633199491
ticket,-0.10394634575458445
applicant solicit,-0.10366358174268284
njp,-0.1024374175562749
anxiety,-0.10226752478093143
meeting,-0.10222717508893103
report arrest,-0.10199722058664308
steal,-0.10185729767393131
man,-0.10141044766701687
spend,-0.10122114561408478
report,-0.10116311981438784
probation months,-0.10072733856482798
criminal behavior,-0.10050852737455555
conduct applicant,-0.10050117634183559
praise,-0.10018606063850087
shotgun,-0.10013994572014615
chief,-0.10010696902292142
national security,-0.10009635689956337
friend,-0.0999649944288642
apartment applicant,-0.09982257749220104
payroll,-0.09978694920347189
oth,-0.09944229175774875
amend sor,-0.09907282789499593
identity,-0.0987651560143016
march 2015,-0.09851086474345075
refusal,-0.09834046944339517
applicant answer sor,-0.09813229118744798
message,-0.0980775088375435
19,-0.09790972028456109
card applicant,-0.09790827576924496
days,-0.0978247273124441
ask,-0.09781313416526091
1992,-0.09775785518259959
background interview,-0.09752559307373351
50,-0.09751489427424243
february 2021,-0.09708441293569921
sentence confinement,-0.09701656934962387
applicant history,-0.09696925854487178
girlfriend,-0.096876656823721
august 2019,-0.09686420937953027
sor guideline sor,-0.0967214852640381
questions,-0.0966455025438308
applicant stated,-0.09661005815163272
case,-0.09659876348234514
sentence year,-0.09646994351809532
identify,-0.09641414469340563
likely,-0.09622905440581024
conduct,-0.09610055171710101
board,-0.09604414246586968
february 2022,-0.0957456062920498
charge applicant,-0.09569495390373532
plead guilty applicant,-0.09537931411187331
personality,-0.09532800488255534
jail,-0.09487301421475461
criminal conduct applicant,-0.09484484365125699
contact creditor,-0.09476048025310566
intent,-0.09452176204073269
examination,-0.09450729731555957
id,-0.09441493654748423
feel,-0.0942241926102358
psychological,-0.09404914510929104
medication,-0.09399868063897757
plea,-0.09376509768954173
backpack,-0.09374696187754283
wallet,-0.09343549431102333
driver license suspend,-0.0934034866931811
know,-0.09326961350834481
father law,-0.0932635691311844
gram,-0.09293640504355857
applicant given,-0.09243714722083518
item sor applicant,-0.09239556543653867
release,-0.09222529315470841
alcoholic anonymous,-0.09203387953160047
yell,-0.0920250407610996
resolve debt,-0.09185141600406939
lease,-0.0917112192456027
pull,-0.09159702205987448
mitigate,-0.09158486501520063
2nd offense,-0.09155672119232129
english,-0.09153348187496962
suspension,-0.09151266903989261
charge misdemeanor,-0.09108722182155153
engage sexual,-0.09083982936438094
intentionally falsify,-0.09076151094262805
probation applicant,-0.09075095232360694
marijuana use,-0.09070545713197971
gun,-0.0905830058776845
substance misuse,-0.09053783111471703
yes,-0.09040982098966543
false information,-0.09039072287392605
purchase marijuana,-0.09007199734562077
charge felony count,-0.0900001517772831
light,-0.08998257998524661
bench warrant,-0.08996210673209314
applicant acknowledge applicant,-0.08985324109982606
bench,-0.08983487483503257
1994,-0.08959237122823215
camp,-0.08948078975200349
present,-0.08946385261838694
applicant report,-0.08901337816737043
applicant fine,-0.08875982657644316
ammunition,-0.08849984824074468
december 2019,-0.08849119143438888
disorderly conduct,-0.08841226748304845
2018 applicant,-0.08839372999297401
anonymous aa,-0.0882936870481925
deadly weapon,-0.08818134024505832
possession control,-0.08799471586646701
breast,-0.08784061411544744
september 2016,-0.08778461315118406
attend alcohol,-0.08772238181487664
18,-0.08766329239303945
history criminal,-0.08763992427294133
review,-0.08750163112106692
dependent,-0.08736015675040316
civilian,-0.08725893640501516
soldier,-0.08717128197409224
commission,-0.08709748845251986
marine,-0.08708002297038021
mention,-0.08697450853516452
sentence year jail,-0.08687355859838343
specification,-0.08673419485815012
cocaine,-0.08671237484163467
sentence month jail,-0.08665251011697306
federal student loan,-0.08645614883009663
debt relief,-0.08643512715113362
involvement substance,-0.08637884143839039
drug involvement substance,-0.08637884143839039
tr 17,-0.0862022980828067
court date,-0.08613371137145338
forgery,-0.0861252234295505
weekend,-0.08601490913016495
background investigator,-0.08597043321004222
murder,-0.08595027623166056
applicant subsequently,-0.08574082896061208
2021,-0.08572239650247285
drug use,-0.08570935150233999
15,-0.08568316229560684
seize,-0.08567612200842636
suspended,-0.08565279782614854
community,-0.08559529706199509
applicant victim,-0.08557752249100381
applicant falsify material,-0.08556015504287492
navy applicant,-0.08550465691122694
months applicant,-0.08523928214035459
ongoing,-0.08514502382411422
supervision,-0.08506193028828993
investigation applicant,-0.08499103264723819
hair,-0.08486547156049407
applicant advise,-0.08485555556529625
ee,-0.0845245288866719
employment,-0.08444875030500293
enclosure,-0.08406584245280391
record indicate,-0.08381640969818434
applicant continue,-0.08373589659880648
probation officer,-0.08358185815777247
77,-0.08354880697821712
applicant agree,-0.08340657297689534
000,-0.0833834940745721
hire applicant,-0.08337956174218562
collection,-0.08306300327505103
item guideline,-0.08305075910816191
enforcement,-0.08302094727386976
dod,-0.08291653489365403
question section,-0.08291269530180224
sor applicant state,-0.08286505261186004
applicant decline,-0.08277358589914734
sobriety,-0.08267271403257227
sor supra,-0.08259798800424865
command,-0.08259158947358047
false statement,-0.08250966532817489
sor answer applicant,-0.08212548004440551
applicant write applicant,-0.08203571596458926
aggravate assault,-0.08198325331662454
possession marijuana,-0.0819630277695502
given,-0.08195995528002986
hours applicant,-0.08195738234869668
applicant probation,-0.08186736314587986
taxis tax,-0.08181608295599796
taxis tax year,-0.08181608295599796
marijuana possession,-0.08180096394497163
ignition interlock,-0.08169475463530658
night,-0.08168646115884277
battery family member,-0.08160896687600827
colleague,-0.08156649175099648
music,-0.08151351810400997
non judicial,-0.0814949319209592
judicial,-0.0814949319209592
tr 93,-0.08138883303484844
felt,-0.08130096344326478
applicant drinking,-0.0812077243538537
deadly,-0.08119642924217901
completion,-0.0811335612169187
25,-0.08093118278265805
2018 dui,-0.08057759277878887
56,-0.08048455919394959
organization,-0.08033312932362688
criminal charge,-0.08031819084080843
set,-0.08025792467502514
violation article,-0.08018941742723701
aggravate,-0.08008562833942753
august 2022,-0.07997213742802585
incident occur,-0.07984732791587572
believe applicant,-0.07981642721471705
airman,-0.07949951096641605
51 applicant,-0.07921735465290701
allegation,-0.07921451029074804
spend day,-0.07919310043042292
decide,-0.07908853222562263
bureau report,-0.07898272307188975
credit bureau report,-0.07898272307188975
applicant history criminal,-0.07896995994364991
sor supra note,-0.07894112042868964
answer sor supra,-0.07894112042868964
08,-0.07894011487950663
applicant spend,-0.07889477425789508
january 2021,-0.07880253600073671
applicant complete alcohol,-0.0787104550058353
command officer,-0.07844399771933133
applicant present,-0.07839345897037164
89,-0.07829284472399194
classify,-0.07828956064294017
state applicant use,-0.07819575866953873
respond,-0.07817192311901616
filing,-0.07808148653835618
broke,-0.07788739282378504
face,-0.07781614122946734
applicant admit debt,-0.07777745181293136
admit debt,-0.07777745181293136
sexual intercourse,-0.07760603624552909
strip,-0.0775642438368041
sticker,-0.0774633940000707
alcoholic anonymous aa,-0.0774212568014251
applicant set,-0.07742062264880643
smoke marijuana,-0.07738394173274066
december 2016,-0.07737391582553259
military,-0.077307049982453
duplicate,-0.07728739400208416
law enforcement,-0.07714959467406403
interlock device,-0.0771127624457172
allege applicant engage,-0.07710264511390935
month day,-0.07709919982122465
text message,-0.07708244898323567
2019,-0.07690913627234103
place probation years,-0.07685431066518068
interrogatories,-0.07682901041257237
conviction,-0.0767431254580667
breathalyzer,-0.07654971554999494
forensic,-0.07651824983794149
applicant fail appear,-0.07648322419638479
november 2020,-0.07628036442626712
movie,-0.07623591696563933
alcoholic,-0.07621390698366846
round,-0.07595690811745635
oral sex applicant,-0.07593946042067165
sexual activity,-0.07590775683012767
connection,-0.07585103179247409
tr 27 applicant,-0.0758461731473299
afghanistan,-0.0757611982687444
advise applicant,-0.07572961043813209
supervise release,-0.07568899716219854
use possess,-0.07554644048797104
scheme,-0.07552462052644489
adultery,-0.07551506026408619
demeanor,-0.07542398354034277
provide false,-0.0753705793398004
july 2023,-0.07531806109357926
issue arrest,-0.07526252752684877
urinalysis,-0.07525973545203164
applicant refuse,-0.07518835379460544
duty applicant,-0.07512510050278945
navy,-0.07505388946697567
unlawful,-0.07503156746460067
term,-0.07497911058998774
local,-0.07491043417610464
tr 24,-0.07484634790827141
work tr,-0.07484174912711272
answer sor applicant,-0.07481210323854103
sale,-0.07479385623898582
sobriety test,-0.07448966377494323
charges applicant,-0.0744892653973855
disclose applicant,-0.07447490580379745
paraphernalia,-0.07442843211679925
family member,-0.07434233829262299
offense sor,-0.07421492398989146
flight,-0.07413646359348043
12 2016,-0.07409428356314708
november 2017 applicant,-0.073789255721279
record evidence,-0.07376396124071286
applicant know applicant,-0.0737288338439894
suspended year,-0.07352240560789734
suspect,-0.07347557696028004
battery family,-0.07343323510637892
applicant interview,-0.07332042011872116
test applicant,-0.07330242882710694
2019 federal,-0.07316830874088277
opm,-0.07315898408706982
honesty,-0.07309246979695495
criminal activity,-0.07282726295321983
religious,-0.07280275547755517
illegally,-0.07279615978927899
account place,-0.07271336365079516
account place collection,-0.07271336365079516
use illegal,-0.0726803403581763
tell,-0.07267954534007222
intercourse,-0.07254242287534718
warrant issue arrest,-0.07247779482141166
child tr,-0.07238338038832662
applicant begin,-0.0723807630182912
2009,-0.07231885792059056
detention,-0.07224058433915392
polygraph examination,-0.0722370704449064
honourable,-0.07219479283485107
bedroom,-0.07212807960899353
contact,-0.07209521520826764
involvement substance misuse,-0.0720697282437946
sci,-0.0720358686651895
84,-0.07185400004179517
sensitive,-0.07170279376711212
captain,-0.07163902917209149
answer applicant,-0.07160795995958229
heavy,-0.07159539036621698
material fact,-0.07159385664152325
reflect,-0.07159059239950834
admission incorporate finding,-0.0713996332547856
warrant issue,-0.07136580463187152
sexual abuse,-0.07130442512431508
wreck,-0.07119903177869147
probably,-0.07109907657491657
applicant intentionally,-0.07106465679013467
recommend,-0.0710525449176981
provide false information,-0.0710252782974969
jail suspended,-0.07098326933452202
panel,-0.07090847743130141
installation,-0.07079128050057863
estimate,-0.07075510304983738
diagnose,-0.07074405789666398
applicant rape,-0.07074002964297485
doing,-0.07072044718129145
computer,-0.07059532027766888
neighbor,-0.07054200369290661
justice,-0.07053730468143918
belong,-0.07050013493395356
employment applicant,-0.07039101738983367
government exhibit,-0.07036347999811882
2024,-0.07031235567830924
grant access classify,-0.07027310794933164
colonel,-0.07026992960970786
support claim,-0.07026952245628555
define,-0.07019274932027271
offense result,-0.0701845611216785
applicant notice,-0.07017906907346666
january 2022,-0.07008806956425348
140,-0.07001716543674101
suspended probation,-0.07001414434818543
27 sor,-0.06996547165077453
outside,-0.06994818272370067
possess security clearance,-0.06988331352381434
possess security,-0.06988331352381434
day jail,-0.06980251933266837
applicant believe,-0.06969578691301545
disorderly conduct applicant,-0.06964103181603337
general,-0.06960722813130572
possession control substance,-0.06955322700484695
state felony,-0.06952513515229566
consume beer,-0.06951997356300112
ans,-0.06948917494082348
applicant thought applicant,-0.06948418779611985
explain applicant,-0.06947041673379606
public,-0.06945752994466033
regular,-0.06940561693208837
breath test,-0.06939153124013339
applicant charge possession,-0.06932544583717334
24,-0.06929153294809653
year prison,-0.06923883213845003
day,-0.06914684653670239
documentary,-0.06909448964126634
anonymous,-0.06909142571443966
lay,-0.06902805582536628
attend meeting,-0.06899334232450818
clearly,-0.06899312865896083
applicant pass,-0.06897781989691527
applicant charge misdemeanor,-0.06895314158817875
applicant intentionally falsify,-0.06894111549436104
december 2016 applicant,-0.06880636116772801
applicant contact creditor,-0.06878777082158063
tr 22 23,-0.06876040534257102
offense applicant,-0.06875739312493513
restrain,-0.06875383984090265
restrain order,-0.06875383984090265
arrest august,-0.06873197972665243
investigative,-0.06869292200128294
attend,-0.06865037426626067
months gx,-0.06849202626721883
psi applicant state,-0.06847726939166643
applicant lay,-0.0684458467419304
appeal,-0.06839273491290342
1995,-0.0683012160169387
inpatient,-0.06827231106256614
seek,-0.0682125708037527
applicant testify hearing,-0.06814327847438618
probation include,-0.06813302796884203
debt pay,-0.06812172837227091
assault battery family,-0.06810327232566693
ges,-0.06808539159419819
tire,-0.06802334967033054
refuse,-0.0678622365029497
order applicant,-0.06777922052231723
transcript,-0.06776146914972143
falsification,-0.06770111576856962
charge tr,-0.06765838093699016
profile,-0.0676183320488378
credit counseling,-0.06759355550715579
history alcohol,-0.067548125633624
item applicant state,-0.06741269883704429
acknowledge applicant,-0.06734869830317958
120,-0.06732404782475919
residence,-0.06725733782684533
wife friend,-0.06717705882584596
purpose,-0.06716683965122057
passenger,-0.06713038531854355
sor admission incorporate,-0.06707595207990201
probation years,-0.06707290227710067
future item,-0.06698850644406942
cellphone,-0.06693680765915047
applicant intend,-0.0669051269145599
estimate applicant,-0.06687422745416885
december,-0.066867561066325
answer applicant state,-0.06686169241645011
spend night,-0.06679591416240244
partial,-0.06676138045347524
dates,-0.06674440630143261
education class,-0.06670708166479847
detective,-0.06668482842561867
obtain,-0.066646866294404
purpose engage,-0.06654695665395857
purpose engage sexual,-0.06654695665395857
coach,-0.06653747607204066
commission felony,-0.06653702839395433
sheet,-0.06653428196056661
intend pay,-0.0664472264212909
applicant intend pay,-0.0664472264212909
drive vehicle,-0.06643064823508425
october 2015 applicant,-0.06642230654772795
ge,-0.06639337644564879
years applicant require,-0.0663339149227849
following arrest,-0.06630890524226436
decide applicant,-0.06619223839962086
credit card applicant,-0.06619051161811121
outcome,-0.06616268524620887
okay,-0.06615935966643285
sobriety test applicant,-0.06613118363205943
brief,-0.06608877238872804
production,-0.06608503654031928
contract,-0.06607831954454223
23 26,-0.06605742710174314
future,-0.06595861072336089
emphasis,-0.06577456228763559
field sobriety test,-0.06566980416091132
self,-0.06565836750154104
field,-0.06561895748239155
time arrest applicant,-0.06556402441332264
good behavior,-0.06556139869272656
admit use,-0.06555072276985216
item guideline sor,-0.06545054550338894
2016 applicant spouse,-0.06542171977642622
sentence confinement days,-0.06540798337578263
applicant acknowledge,-0.06538646015544618
citation applicant,-0.06533090420944289
submit letter,-0.0653058579707159
2016 sca,-0.0652461104390917
dna,-0.06522377337833261
convict felony,-0.06517773506808668
field sobriety,-0.06514644874022824
ship,-0.06512656205939824
identity theft,-0.06505093774849145
applicant long,-0.06504479348090592
dangerous,-0.06502715196286649
intoxication,-0.06500608208304325
criminal arrest,-0.06498729137543223
maintain security,-0.06498349892647434
maintain security clearance,-0.06498349892647434
interview sor,-0.06488511730960073
interview sor answer,-0.06488511730960073
2016 applicant charge,-0.06488394094953669
aa,-0.06487068057544011
sor allegation,-0.06479594484859728
charge convict,-0.06473776000939763
sexual contact,-0.06472543811232567
lesser,-0.06468596006618792
applicant convict offense,-0.06468283251000156
allege applicant arrest,-0.06466520799109332
evening,-0.06458257434278387
29 33,-0.06452343518701244
applicant complete,-0.06450867485781386
judgment,-0.06447228103856305
arrest report,-0.06445314876172535
asked,-0.06443972046775658
likelihood,-0.0643724941467629
receive defer,-0.06429572194955335
pants,-0.06429460553401796
submit evidence,-0.06426720850398833
abstinence,-0.06420945341578697
convict offense,-0.06420914839935693
environment,-0.06417251391727148
occasion,-0.06417135554116056
pretrial,-0.06413345473675514
applicant answer,-0.06404007003376083
raise question,-0.06401085121479418
statement police,-0.06393994202590039
duty navy,-0.06393488392002071
unknow,-0.06387492562930336
caf,-0.06386920859937817
maintain,-0.06381113848997995
october 2015,-0.06375821817201972
applicant sleep,-0.06374828493724877
aske applicant,-0.06373661906256585
treatment,-0.06368526176639719
community supervision,-0.0636288528065122
eligibility access,-0.06361210517135543
assault battery,-0.0636100135287197
48 49,-0.06359769012031098
friend applicant,-0.06357078325643285
prosecutor,-0.06356966844202472
tr 89,-0.06356472603650357
october 2018,-0.06356245040795175
arrest possession,-0.06354838586668839
ge 15,-0.0635472215435466
august 2020,-0.06354537045130029
admission incorporate,-0.063540214553375
hearing testimony,-0.06353257838581007
joint,-0.06349649441029619
methamphetamine applicant,-0.06346518558117259
summary,-0.06345688983099083
act,-0.06344388097324033
personal conduct guideline,-0.06344253155913915
month jail month,-0.06340472469916114
fraudulent,-0.06339349185140271
item item item,-0.06338922720334936
grant access,-0.0633722016805383
security eligibility,-0.06337128697738975
states tr,-0.06336682961170441
unite states tr,-0.06336682961170441
sexual assault applicant,-0.06333578585338488
federal student,-0.06333469720318606
question,-0.06330047111570464
believe,-0.06325068977929753
receive defer adjudication,-0.06324307835665682
understand applicant,-0.06321325329522914
driver,-0.0631401350266812
admit applicant use,-0.06311355326759009
131,-0.06310838130417164
robbery,-0.06304967197933611
tell police,-0.06297107533180467
august 2013,-0.06294695751758843
sor applicant claime,-0.06290888034319869
counselor,-0.06289221689711604
record,-0.06288979544428076
tr 21,-0.0628287152095849
dollars,-0.06281786198857439
playe,-0.06281246315997804
history criminal conduct,-0.06275761700423393
captain mast,-0.06273610651114417
mast,-0.06273610651114417
guideline sor cross,-0.06261921629597497
62,-0.06260619367688854
participation,-0.06259827473308457
payment plan,-0.06257046966742622
sor applicant,-0.062488601524694
sor allegation applicant,-0.06247830936190104
27 applicant,-0.06245891314349379
attempt sexual,-0.0624504343220865
credibility,-0.06240956134560883
crimes,-0.062327859406755094
applicant sentence year,-0.06231224537948311
oxycodone,-0.06230186063540601
responded,-0.06229049409034523
applicant meet,-0.062283653181224696
picture,-0.06223355491777036
active,-0.062166350460831535
january 2018 applicant,-0.06215220783532894
approach,-0.062127411478274254
sexual conduct,-0.062017570826434054
1998 applicant,-0.0620093497836555
applicant admit use,-0.06198251930398455
responsibility,-0.06196903773899046
counseling treatment,-0.061929911526513635
applicant aske applicant,-0.06191508299308138
moderate,-0.06191478810754223
tape,-0.06188224980816015
various,-0.061846542453266436
drug abuse,-0.06183927868135809
pretense,-0.06176641049780149
false pretense,-0.06176641049780149
wrongful,-0.061703140221205224
secret clearance,-0.0616978611648715
appellate,-0.061647737887566
tr 21 applicant,-0.06154464552407227
device,-0.06150358108914332
personality disorder,-0.06144618650256639
ucmj,-0.06143520344802768
applicant admit applicant,-0.06141054829530949
establish,-0.061327231781159876
tr 23,-0.061190917834794106
tr 26,-0.06102339686311484
living room,-0.06097492396552846
alcohol education class,-0.06094412475868295
20 applicant,-0.060909655954292936
answer,-0.06086848261843477
creditor write,-0.06086006912550301
tamper,-0.06084379939299322
impose,-0.06080840902166668
pattern,-0.060796029315574956
applicant admit august,-0.06074105752992909
admit august,-0.06074105752992909
interview applicant admit,-0.06057332607320441
applicant obtain,-0.06049229128876005
contact order,-0.06048995821582239
ge applicant admit,-0.060382212269811726
applicant abstain,-0.06037860173385092
classmate,-0.060359280032303064
applicant admit allegation,-0.06035865159510681
base,-0.06032807746185293
spray,-0.06029639732358819
applicant arrest state,-0.06024557556646866
garage,-0.0602252224016054
applicant refuse answer,-0.06021782611968093
trustworthiness reliability,-0.06021464125976202
000 restitution,-0.06017369884500793
disqualify,-0.060172792130458494
applicant submit documentary,-0.06015706131244169
submit documentary,-0.06015706131244169
response form applicant,-0.060156305671111784
guilty applicant,-0.06011609226769901
127,-0.06007247398626911
time arrest,-0.059956297548404425
confinement applicant,-0.05985956142647793
january 2021 applicant,-0.0598527047225017
october 2017,-0.05983563116154446
applicant submit evidence,-0.05974845183264336
charge contempt court,-0.05974667692193149
charge contempt,-0.05974667692193149
applicant complete community,-0.05973981743414955
august 1993,-0.05973337024602111
active duty,-0.05962935996310345
urinalysis test,-0.059598059954560176
admit allegations,-0.05958442394357787
applicant admit allegations,-0.05958442394357787
alcohol relate,-0.059570490266530725
female sailor,-0.05947116891426671
short,-0.05938686121868597
pepper,-0.059378005528087946
pepper spray,-0.059378005528087946
fine approximately,-0.05936552720162583
smell alcohol,-0.05935924530527434
year old girl,-0.05928934702781285
old girl,-0.05928934702781285
applicant estimate applicant,-0.05924401689754837
use company,-0.05923438149505975
uncertainty,-0.05921662665820915
marijuana future,-0.05920765433002047
interview background,-0.05919366667743682
applicant interview background,-0.05919366667743682
pause,-0.05918961043513018
hour,-0.05915778253880722
psychological evaluation,-0.05914847896993503
think,-0.05910301183326633
tr 87,-0.05909750788859104
security,-0.059072520262022574
life tr,-0.05904724350761341
know applicant,-0.05888754613005658
guilty convict,-0.05886785712576403
plead guilty convict,-0.05886785712576403
initiate,-0.05883655534454364
submit questionnaire national,-0.058781690135748306
secret,-0.05874954744587501
applicant responded,-0.05868409603594674
complete,-0.058683990608369145
evidence submit,-0.058659002230291454
article 120,-0.05863659117226625
video,-0.05862200335269463
completely,-0.0585943126621792
assault,-0.05854681934605997
applicant explain applicant,-0.05851668698064628
police report,-0.05850480890052805
lieutenant,-0.05842479056183726
consensual sex,-0.05841975695250017
discharge applicant,-0.05840708368391176
accurate,-0.058373199388326524
application,-0.05833406216844892
applicant make monthly,-0.058330070888583586
testimony applicant,-0.058292174319662896
2019 applicant,-0.0582840051930506
period applicant,-0.058220142443418964
falsify material fact,-0.05820741968963261
falsify material,-0.05820741968963261
october 2017 applicant,-0.05819081082595992
applicant likely,-0.058189596150805004
applicant attend,-0.05812338632466814
response form,-0.05807883926517544
background investigation applicant,-0.05807014381787777
fso,-0.05806466414024193
honourable condition,-0.05802415457044844
